ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006396	RNA processing	75/846	113/2937	3.24005109886425e-17	1.45478294339005e-14	1.39833784266773e-14	ostta01g01860/ostta01g02500/ostta01g02895/ostta01g03000/ostta01g04110/ostta01g05840/ostta02g02750/ostta02g03180/ostta02g03960/ostta02g04010/ostta02g05090/ostta03g00400/ostta03g02150/ostta03g02410/ostta03g02530/ostta03g02610/ostta03g02840/ostta03g02850/ostta03g04970/ostta03g05380/ostta04g00710/ostta04g00770/ostta04g02020/ostta04g02105/ostta04g03790/ostta05g01450/ostta05g03750/ostta06g01040/ostta06g01560/ostta06g02880/ostta07g01130/ostta07g01200/ostta07g03020/ostta07g03480/ostta07g03560/ostta08g01000/ostta08g01040/ostta08g01400/ostta08g01530/ostta08g02930/ostta08g02990/ostta08g03090/ostta08g03590/ostta08g03690/ostta08g04080/ostta09g00290/ostta09g00820/ostta09g01210/ostta09g02180/ostta09g03580/ostta09g03960/ostta09g04380/ostta10g00010/ostta10g01740/ostta11g00220/ostta11g00530/ostta11g00590/ostta11g02910/ostta12g02280/ostta12g02890/ostta12g03150/ostta13g00760/ostta13g02140/ostta14g00300/ostta14g00750/ostta14g00780/ostta14g02635/ostta14g02750/ostta15g01630/ostta15g02320/ostta16g00610/ostta17g00250/ostta18g00310/ostta18g01160/ostta20g00600	75
GO:0042254	ribosome biogenesis	52/846	76/2937	4.80330747752877e-13	1.07834252870521e-10	1.03650319251937e-10	ostta01g00910/ostta01g02450/ostta01g04120/ostta02g01210/ostta02g04010/ostta02g04030/ostta02g05390/ostta03g00690/ostta03g02850/ostta03g05480/ostta04g00770/ostta04g03790/ostta04g04010/ostta05g00690/ostta05g01080/ostta05g01450/ostta05g03410/ostta05g03750/ostta05g04180/ostta06g01560/ostta06g01610/ostta06g01830/ostta06g02130/ostta06g04000/ostta07g01200/ostta07g03480/ostta07g04040/ostta08g00480/ostta08g00800/ostta08g01400/ostta08g02180/ostta08g02930/ostta08g03090/ostta09g00820/ostta10g02930/ostta11g00530/ostta12g02110/ostta13g00670/ostta14g00140/ostta14g00290/ostta14g00620/ostta14g00750/ostta14g00780/ostta14g01110/ostta15g01300/ostta16g00100/ostta16g00610/ostta16g00990/ostta17g00250/ostta17g00640/ostta17g01820/ostta18g01680	52
GO:0022613	ribonucleoprotein complex biogenesis	52/846	77/2937	1.07820393481253e-12	1.61371188910275e-10	1.5511003974496e-10	ostta01g00910/ostta01g02450/ostta01g04120/ostta02g01210/ostta02g04010/ostta02g04030/ostta02g05390/ostta03g00690/ostta03g02850/ostta03g05480/ostta04g00770/ostta04g03790/ostta04g04010/ostta05g00690/ostta05g01080/ostta05g01450/ostta05g03410/ostta05g03750/ostta05g04180/ostta06g01560/ostta06g01610/ostta06g01830/ostta06g02130/ostta06g04000/ostta07g01200/ostta07g03480/ostta07g04040/ostta08g00480/ostta08g00800/ostta08g01400/ostta08g02180/ostta08g02930/ostta08g03090/ostta09g00820/ostta10g02930/ostta11g00530/ostta12g02110/ostta13g00670/ostta14g00140/ostta14g00290/ostta14g00620/ostta14g00750/ostta14g00780/ostta14g01110/ostta15g01300/ostta16g00100/ostta16g00610/ostta16g00990/ostta17g00250/ostta17g00640/ostta17g01820/ostta18g01680	52
GO:0010467	gene expression	200/846	470/2937	2.18087842758158e-12	2.44803603496032e-10	2.35305304028539e-10	ostta01g00570/ostta01g01860/ostta01g02320/ostta01g02500/ostta01g02895/ostta01g02970/ostta01g03000/ostta01g03150/ostta01g03380/ostta01g04030/ostta01g04110/ostta01g05360/ostta01g05460/ostta01g05670/ostta01g05840/ostta01g06000/ostta02g00300/ostta02g00890/ostta02g02700/ostta02g02750/ostta02g03180/ostta02g03260/ostta02g03960/ostta02g04010/ostta02g04390/ostta02g04560/ostta02g04600/ostta02g05090/ostta02g05200/ostta02g05370/ostta03g00400/ostta03g01170/ostta03g01400/ostta03g02150/ostta03g02220/ostta03g02410/ostta03g02530/ostta03g02610/ostta03g02650/ostta03g02840/ostta03g02850/ostta03g02860/ostta03g04970/ostta03g05145/ostta03g05320/ostta03g05380/ostta03g05410/ostta03g05880/ostta04g00710/ostta04g00770/ostta04g01270/ostta04g01860/ostta04g02020/ostta04g02105/ostta04g02650/ostta04g03790/ostta04g04170/ostta04g04230/ostta05g00430/ostta05g01320/ostta05g01450/ostta05g01840/ostta05g02190/ostta05g03580/ostta05g03750/ostta05g03820/ostta05g03870/ostta05g03900/ostta05g04800/ostta06g01040/ostta06g01150/ostta06g01560/ostta06g01600/ostta06g02360/ostta06g02750/ostta06g02880/ostta06g02920/ostta06g03020/ostta06g03332/ostta06g03350/ostta07g00050/ostta07g01130/ostta07g01190/ostta07g01200/ostta07g01800/ostta07g03020/ostta07g03480/ostta07g03560/ostta07g03635/ostta07g03700/ostta07g04000/ostta07g04320/ostta07g04450/ostta08g00410/ostta08g01000/ostta08g01040/ostta08g01400/ostta08g01430/ostta08g01530/ostta08g01740/ostta08g02930/ostta08g02990/ostta08g03090/ostta08g03590/ostta08g03690/ostta08g03770/ostta08g03840/ostta08g04080/ostta09g00290/ostta09g00820/ostta09g00930/ostta09g01210/ostta09g01900/ostta09g02180/ostta09g03180/ostta09g03580/ostta09g03790/ostta09g03960/ostta09g04380/ostta10g00010/ostta10g00100/ostta10g00430/ostta10g01740/ostta10g02210/ostta11g00220/ostta11g00530/ostta11g00590/ostta11g00780/ostta11g00980/ostta11g01350/ostta11g01660/ostta11g01750/ostta11g02020/ostta11g02360/ostta11g02380/ostta11g02400/ostta11g02730/ostta11g02910/ostta12g01010/ostta12g01710/ostta12g02280/ostta12g02450/ostta12g02760/ostta12g02890/ostta12g03030/ostta12g03100/ostta12g03150/ostta13g00760/ostta13g00900/ostta13g01310/ostta13g01600/ostta13g02000/ostta13g02140/ostta13g03030/ostta14g00140/ostta14g00300/ostta14g00440/ostta14g00750/ostta14g00780/ostta14g00880/ostta14g01080/ostta14g01400/ostta14g01950/ostta14g01960/ostta14g02300/ostta14g02635/ostta14g02660/ostta14g02750/ostta15g00045/ostta15g00375/ostta15g00620/ostta15g00930/ostta15g01630/ostta15g01830/ostta15g02320/ostta15g02870/ostta16g00405/ostta16g00610/ostta16g01280/ostta16g01410/ostta16g01480/ostta16g01670/ostta16g01720/ostta16g01730/ostta16g02250/ostta17g00250/ostta17g00360/ostta17g00450/ostta17g01270/ostta17g01660/ostta17g01760/ostta17g02240/ostta18g00310/ostta18g00480/ostta18g00590/ostta18g01160/ostta20g00060/ostta20g00570/ostta20g00600/ostta20g00850	200
GO:0016070	RNA metabolic process	160/846	372/2937	2.5322777002578e-10	2.2739853748315e-08	2.18575548864357e-08	ostta01g01670/ostta01g01860/ostta01g02500/ostta01g02895/ostta01g02970/ostta01g03000/ostta01g03380/ostta01g04110/ostta01g05460/ostta01g05670/ostta01g05840/ostta02g00300/ostta02g02750/ostta02g03180/ostta02g03960/ostta02g04010/ostta02g04600/ostta02g05090/ostta02g05280/ostta02g05400/ostta03g00400/ostta03g00490/ostta03g02150/ostta03g02220/ostta03g02410/ostta03g02530/ostta03g02610/ostta03g02840/ostta03g02850/ostta03g02860/ostta03g03270/ostta03g04970/ostta03g05145/ostta03g05320/ostta03g05380/ostta04g00600/ostta04g00710/ostta04g00770/ostta04g02020/ostta04g02105/ostta04g02180/ostta04g02650/ostta04g03790/ostta05g01320/ostta05g01450/ostta05g02190/ostta05g03580/ostta05g03750/ostta05g03900/ostta05g04950/ostta06g00310/ostta06g01040/ostta06g01490/ostta06g01560/ostta06g02360/ostta06g02750/ostta06g02880/ostta06g02920/ostta06g03010/ostta06g03350/ostta06g04610/ostta07g01130/ostta07g01190/ostta07g01200/ostta07g01800/ostta07g03020/ostta07g03030/ostta07g03480/ostta07g03560/ostta07g04320/ostta08g01000/ostta08g01040/ostta08g01400/ostta08g01530/ostta08g01740/ostta08g02680/ostta08g02930/ostta08g02990/ostta08g03090/ostta08g03590/ostta08g03690/ostta08g03770/ostta08g03840/ostta08g04080/ostta09g00290/ostta09g00310/ostta09g00820/ostta09g01210/ostta09g01900/ostta09g02180/ostta09g02275/ostta09g02930/ostta09g03580/ostta09g03790/ostta09g03810/ostta09g03960/ostta09g04380/ostta10g00010/ostta10g00100/ostta10g00220/ostta10g00300/ostta10g00430/ostta10g01740/ostta11g00100/ostta11g00220/ostta11g00530/ostta11g00590/ostta11g00980/ostta11g01730/ostta11g02020/ostta11g02730/ostta11g02910/ostta11g03220/ostta12g02280/ostta12g02890/ostta12g03030/ostta12g03120/ostta12g03150/ostta13g00760/ostta13g00800/ostta13g00900/ostta13g01310/ostta13g01890/ostta13g02000/ostta13g02140/ostta14g00300/ostta14g00330/ostta14g00750/ostta14g00780/ostta14g01080/ostta14g01120/ostta14g01400/ostta14g01960/ostta14g02635/ostta14g02750/ostta15g00375/ostta15g00620/ostta15g01370/ostta15g01630/ostta15g02320/ostta16g00390/ostta16g00610/ostta16g00980/ostta16g01120/ostta16g01280/ostta16g02250/ostta17g00210/ostta17g00250/ostta17g00390/ostta17g00450/ostta17g01660/ostta17g02200/ostta17g02310/ostta18g00310/ostta18g00480/ostta18g01160/ostta18g01620/ostta20g00060/ostta20g00600/ostta20g00850	160
GO:0034470	ncRNA processing	38/846	55/2937	4.9102030468948e-10	3.67446861342627e-08	3.53190043724012e-08	ostta01g03000/ostta02g04010/ostta02g05090/ostta03g02610/ostta03g02850/ostta03g04970/ostta03g05380/ostta04g00770/ostta04g02020/ostta04g03790/ostta05g01450/ostta05g03750/ostta06g01040/ostta06g01560/ostta07g01130/ostta07g01200/ostta07g03020/ostta08g01000/ostta08g01040/ostta08g01400/ostta08g02930/ostta08g03090/ostta08g03590/ostta09g00820/ostta09g01210/ostta09g03580/ostta10g01740/ostta11g00530/ostta11g00590/ostta12g02280/ostta12g02890/ostta13g00760/ostta14g00750/ostta14g00780/ostta14g02635/ostta16g00610/ostta17g00250/ostta20g00600	38
GO:0034660	ncRNA metabolic process	54/846	102/2937	1.63482171018827e-07	1.04862135410648e-05	1.00793518974014e-05	ostta01g03000/ostta02g04010/ostta02g04600/ostta02g05090/ostta03g02610/ostta03g02850/ostta03g02860/ostta03g04970/ostta03g05145/ostta03g05380/ostta04g00770/ostta04g02020/ostta04g02650/ostta04g03790/ostta05g01450/ostta05g03750/ostta06g01040/ostta06g01560/ostta06g02920/ostta07g01130/ostta07g01200/ostta07g03020/ostta08g01000/ostta08g01040/ostta08g01400/ostta08g01740/ostta08g02930/ostta08g03090/ostta08g03590/ostta08g03770/ostta09g00820/ostta09g01210/ostta09g01900/ostta09g03580/ostta10g00100/ostta10g01740/ostta11g00530/ostta11g00590/ostta11g00980/ostta11g02020/ostta12g02280/ostta12g02890/ostta13g00760/ostta13g00900/ostta14g00750/ostta14g00780/ostta14g01080/ostta14g01960/ostta14g02635/ostta15g00620/ostta16g00610/ostta17g00250/ostta18g00480/ostta20g00600	54
GO:0044085	cellular component biogenesis	70/846	148/2937	7.78724166061904e-07	4.37058938202244e-05	4.20101194849185e-05	ostta01g00910/ostta01g01220/ostta01g02450/ostta01g04120/ostta01g06340/ostta01g06350/ostta02g01210/ostta02g04010/ostta02g04030/ostta02g05390/ostta03g00690/ostta03g02850/ostta03g05480/ostta04g00770/ostta04g03790/ostta04g04010/ostta05g00690/ostta05g01080/ostta05g01450/ostta05g03410/ostta05g03750/ostta05g03770/ostta05g03810/ostta05g04180/ostta06g01560/ostta06g01610/ostta06g01830/ostta06g02130/ostta06g04000/ostta07g01200/ostta07g02850/ostta07g03480/ostta07g04040/ostta08g00480/ostta08g00800/ostta08g01400/ostta08g01910/ostta08g01920/ostta08g02180/ostta08g02930/ostta08g03090/ostta09g00820/ostta09g03080/ostta10g00110/ostta10g02930/ostta10g03140/ostta11g00530/ostta11g00860/ostta11g02150/ostta11g02160/ostta12g00980/ostta12g00990/ostta12g02110/ostta13g00670/ostta14g00140/ostta14g00290/ostta14g00620/ostta14g00750/ostta14g00780/ostta14g01110/ostta14g02870/ostta15g01300/ostta16g00100/ostta16g00610/ostta16g00990/ostta16g01060/ostta17g00250/ostta17g00640/ostta17g01820/ostta18g01680	70
GO:0008033	tRNA processing	24/846	35/2937	1.09403599624113e-06	5.45802402569186e-05	5.24625448489898e-05	ostta01g03000/ostta02g05090/ostta03g02610/ostta03g02850/ostta03g04970/ostta03g05380/ostta04g02020/ostta04g03790/ostta06g01040/ostta07g01130/ostta07g03020/ostta08g01000/ostta08g01040/ostta08g03590/ostta09g01210/ostta09g03580/ostta10g01740/ostta11g00530/ostta11g00590/ostta12g02280/ostta12g02890/ostta13g00760/ostta14g02635/ostta20g00600	24
GO:0009451	RNA modification	21/846	29/2937	1.29543915093237e-06	5.58294941704171e-05	5.36633281206681e-05	ostta01g03000/ostta02g05090/ostta02g05280/ostta03g03270/ostta03g05380/ostta06g04610/ostta08g01040/ostta08g02930/ostta09g00820/ostta09g01210/ostta09g02275/ostta11g00100/ostta11g00590/ostta13g01890/ostta15g01370/ostta15g02320/ostta16g00980/ostta17g00210/ostta17g00390/ostta17g02200/ostta20g00600	21
