ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0043603	amide metabolic process	65/340	254/2937	5.05929061728662e-11	2.08948702493937e-08	1.91187929642726e-08	ostta01g00485/ostta01g02220/ostta01g04150/ostta02g03140/ostta02g04560/ostta03g01170/ostta03g01600/ostta03g02100/ostta03g02960/ostta03g03015/ostta03g04010/ostta03g04810/ostta03g05760/ostta04g00090/ostta04g00400/ostta04g01610/ostta04g01860/ostta04g02970/ostta04g04740/ostta04g04870/ostta05g00490/ostta05g02870/ostta05g03820/ostta06g00460/ostta06g01030/ostta06g01150/ostta06g01640/ostta06g01790/ostta06g02460/ostta06g02530/ostta06g03020/ostta06g04240/ostta07g00280/ostta07g00910/ostta07g01530/ostta07g01760/ostta07g01880/ostta07g03980/ostta07g04450/ostta07g04530/ostta08g01890/ostta08g01980/ostta09g04010/ostta11g00780/ostta13g00070/ostta13g01490/ostta13g01580/ostta14g01060/ostta14g01070/ostta14g01080/ostta14g01850/ostta14g01900/ostta15g00620/ostta15g00930/ostta15g01470/ostta15g02200/ostta16g00330/ostta16g00770/ostta16g01720/ostta17g00360/ostta17g01270/ostta18g00590/ostta18g00630/ostta20g00130/ostta20g00570	65
GO:0006412	translation	60/340	229/2937	1.14424875985731e-10	2.11728732639226e-08	1.93731655454268e-08	ostta01g00485/ostta01g04150/ostta02g03140/ostta02g04560/ostta03g01170/ostta03g01600/ostta03g02100/ostta03g02960/ostta03g03015/ostta03g04810/ostta03g05760/ostta04g00090/ostta04g00400/ostta04g01610/ostta04g01860/ostta04g02970/ostta04g04740/ostta04g04870/ostta05g00490/ostta05g02870/ostta05g03820/ostta06g00460/ostta06g01030/ostta06g01150/ostta06g01640/ostta06g01790/ostta06g02460/ostta06g02530/ostta06g03020/ostta06g04240/ostta07g00280/ostta07g00910/ostta07g01530/ostta07g01760/ostta07g01880/ostta07g03980/ostta07g04450/ostta07g04530/ostta08g01890/ostta08g01980/ostta09g04010/ostta11g00780/ostta13g00070/ostta13g01580/ostta14g01060/ostta14g01070/ostta14g01080/ostta14g01850/ostta15g00620/ostta15g00930/ostta15g02200/ostta16g00330/ostta16g00770/ostta16g01720/ostta17g00360/ostta17g01270/ostta18g00590/ostta18g00630/ostta20g00130/ostta20g00570	60
GO:0043604	amide biosynthetic process	61/340	237/2937	1.74350536860174e-10	2.11728732639226e-08	1.93731655454268e-08	ostta01g00485/ostta01g04150/ostta02g03140/ostta02g04560/ostta03g01170/ostta03g01600/ostta03g02100/ostta03g02960/ostta03g03015/ostta03g04810/ostta03g05760/ostta04g00090/ostta04g00400/ostta04g01610/ostta04g01860/ostta04g02970/ostta04g04740/ostta04g04870/ostta05g00490/ostta05g02870/ostta05g03820/ostta06g00460/ostta06g01030/ostta06g01150/ostta06g01640/ostta06g01790/ostta06g02460/ostta06g02530/ostta06g03020/ostta06g04240/ostta07g00280/ostta07g00910/ostta07g01530/ostta07g01760/ostta07g01880/ostta07g03980/ostta07g04450/ostta07g04530/ostta08g01890/ostta08g01980/ostta09g04010/ostta11g00780/ostta13g00070/ostta13g01580/ostta14g01060/ostta14g01070/ostta14g01080/ostta14g01850/ostta14g01900/ostta15g00620/ostta15g00930/ostta15g02200/ostta16g00330/ostta16g00770/ostta16g01720/ostta17g00360/ostta17g01270/ostta18g00590/ostta18g00630/ostta20g00130/ostta20g00570	61
GO:0043043	peptide biosynthetic process	60/340	232/2937	2.05064147834602e-10	2.11728732639226e-08	1.93731655454268e-08	ostta01g00485/ostta01g04150/ostta02g03140/ostta02g04560/ostta03g01170/ostta03g01600/ostta03g02100/ostta03g02960/ostta03g03015/ostta03g04810/ostta03g05760/ostta04g00090/ostta04g00400/ostta04g01610/ostta04g01860/ostta04g02970/ostta04g04740/ostta04g04870/ostta05g00490/ostta05g02870/ostta05g03820/ostta06g00460/ostta06g01030/ostta06g01150/ostta06g01640/ostta06g01790/ostta06g02460/ostta06g02530/ostta06g03020/ostta06g04240/ostta07g00280/ostta07g00910/ostta07g01530/ostta07g01760/ostta07g01880/ostta07g03980/ostta07g04450/ostta07g04530/ostta08g01890/ostta08g01980/ostta09g04010/ostta11g00780/ostta13g00070/ostta13g01580/ostta14g01060/ostta14g01070/ostta14g01080/ostta14g01850/ostta15g00620/ostta15g00930/ostta15g02200/ostta16g00330/ostta16g00770/ostta16g01720/ostta17g00360/ostta17g01270/ostta18g00590/ostta18g00630/ostta20g00130/ostta20g00570	60
GO:0006518	peptide metabolic process	60/340	236/2937	4.36969154993577e-10	3.60936522024695e-08	3.3025668766883e-08	ostta01g00485/ostta01g04150/ostta02g03140/ostta02g04560/ostta03g01170/ostta03g01600/ostta03g02100/ostta03g02960/ostta03g03015/ostta03g04810/ostta03g05760/ostta04g00090/ostta04g00400/ostta04g01610/ostta04g01860/ostta04g02970/ostta04g04740/ostta04g04870/ostta05g00490/ostta05g02870/ostta05g03820/ostta06g00460/ostta06g01030/ostta06g01150/ostta06g01640/ostta06g01790/ostta06g02460/ostta06g02530/ostta06g03020/ostta06g04240/ostta07g00280/ostta07g00910/ostta07g01530/ostta07g01760/ostta07g01880/ostta07g03980/ostta07g04450/ostta07g04530/ostta08g01890/ostta08g01980/ostta09g04010/ostta11g00780/ostta13g00070/ostta13g01580/ostta14g01060/ostta14g01070/ostta14g01080/ostta14g01850/ostta15g00620/ostta15g00930/ostta15g02200/ostta16g00330/ostta16g00770/ostta16g01720/ostta17g00360/ostta17g01270/ostta18g00590/ostta18g00630/ostta20g00130/ostta20g00570	60
GO:0034645	cellular macromolecule biosynthetic process	64/340	304/2937	3.4369346289208e-07	2.36575666957382e-05	2.16466584523257e-05	ostta01g00485/ostta01g04150/ostta02g00030/ostta02g03140/ostta02g04560/ostta03g01170/ostta03g01600/ostta03g02100/ostta03g02960/ostta03g03015/ostta03g04810/ostta03g05760/ostta04g00090/ostta04g00400/ostta04g01610/ostta04g01860/ostta04g02970/ostta04g03700/ostta04g04740/ostta04g04870/ostta05g00490/ostta05g02870/ostta05g03820/ostta06g00460/ostta06g01030/ostta06g01150/ostta06g01640/ostta06g01790/ostta06g02460/ostta06g02530/ostta06g02930/ostta06g03020/ostta06g04240/ostta07g00280/ostta07g00910/ostta07g01530/ostta07g01760/ostta07g01880/ostta07g03980/ostta07g04450/ostta07g04530/ostta08g01890/ostta08g01980/ostta09g04010/ostta11g00780/ostta13g00070/ostta13g01580/ostta14g01060/ostta14g01070/ostta14g01080/ostta14g01850/ostta15g00620/ostta15g00930/ostta15g02200/ostta16g00330/ostta16g00770/ostta16g01720/ostta17g00360/ostta17g01270/ostta18g00590/ostta18g00630/ostta19g00500/ostta20g00130/ostta20g00570	64
GO:0006743	ubiquinone metabolic process	10/340	18/2937	7.09058790094204e-06	0.000244034400257422	0.000223291320740192	ostta01g04250/ostta01g04490/ostta01g06430/ostta02g04440/ostta04g03900/ostta06g01340/ostta09g00880/ostta10g00780/ostta16g00380/ostta17g02170	10
GO:0006744	ubiquinone biosynthetic process	10/340	18/2937	7.09058790094204e-06	0.000244034400257422	0.000223291320740192	ostta01g04250/ostta01g04490/ostta01g06430/ostta02g04440/ostta04g03900/ostta06g01340/ostta09g00880/ostta10g00780/ostta16g00380/ostta17g02170	10
GO:0042180	cellular ketone metabolic process	10/340	18/2937	7.09058790094204e-06	0.000244034400257422	0.000223291320740192	ostta01g04250/ostta01g04490/ostta01g06430/ostta02g04440/ostta04g03900/ostta06g01340/ostta09g00880/ostta10g00780/ostta16g00380/ostta17g02170	10
GO:0042181	ketone biosynthetic process	10/340	18/2937	7.09058790094204e-06	0.000244034400257422	0.000223291320740192	ostta01g04250/ostta01g04490/ostta01g06430/ostta02g04440/ostta04g03900/ostta06g01340/ostta09g00880/ostta10g00780/ostta16g00380/ostta17g02170	10
