ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0015979	photosynthesis	37/158	81/2937	3.53340327019823e-27	1.34269324267533e-24	1.15300527764363e-24	ostta01g00830/ostta01g01560/ostta01g03170/ostta01g04940/ostta01g05690/ostta02g00580/ostta02g02320/ostta02g02380/ostta02g02560/ostta02g03330/ostta02g03860/ostta02g04980/ostta02g05340/ostta04g01790/ostta05g03830/ostta05g04560/ostta05g04960/ostta06g01350/ostta07g01350/ostta07g01740/ostta07g02420/ostta09g01080/ostta09g04240/ostta09g04420/ostta11g02260/ostta12g00420/ostta12g00520/ostta14g00065/ostta14g00150/ostta14g02630/ostta15g02670/ostta15g02680/ostta16g01620/ostta16g02310/ostta17g00570/ostta18g01230/ostta18g01880	37
GO:0006778	porphyrin-containing compound metabolic process	17/158	45/2937	3.38108614596604e-11	6.42406367733548e-09	5.51650897499723e-09	ostta01g02390/ostta01g02870/ostta01g03390/ostta01g05690/ostta02g02380/ostta03g03160/ostta04g02090/ostta05g01070/ostta05g01230/ostta05g04960/ostta07g01740/ostta11g00690/ostta12g01390/ostta12g02460/ostta15g02680/ostta17g00130/ostta20g00080	17
GO:0033014	tetrapyrrole biosynthetic process	15/158	36/2937	9.90328256953009e-11	1.25441579214048e-08	1.07719915668573e-08	ostta01g02390/ostta01g03390/ostta01g05690/ostta02g02380/ostta03g03160/ostta04g02090/ostta05g01070/ostta05g01230/ostta05g04960/ostta07g01740/ostta11g00690/ostta12g02460/ostta15g02680/ostta17g00130/ostta20g00080	15
GO:0033013	tetrapyrrole metabolic process	17/158	55/2937	1.30836348202371e-09	1.24294530792252e-07	1.06734915638776e-07	ostta01g02390/ostta01g02870/ostta01g03390/ostta01g05690/ostta02g02380/ostta03g03160/ostta04g02090/ostta05g01070/ostta05g01230/ostta05g04960/ostta07g01740/ostta11g00690/ostta12g01390/ostta12g02460/ostta15g02680/ostta17g00130/ostta20g00080	17
GO:0006779	porphyrin-containing compound biosynthetic process	11/158	25/2937	1.79585763766411e-08	1.36485180462472e-06	1.17203340563342e-06	ostta01g03390/ostta01g05690/ostta02g02380/ostta03g03160/ostta04g02090/ostta05g01070/ostta05g04960/ostta07g01740/ostta12g02460/ostta15g02680/ostta17g00130	11
GO:0018130	heterocycle biosynthetic process	38/158	305/2937	2.67840941925104e-07	1.69632596552566e-05	1.45667880696109e-05	ostta01g00830/ostta01g02390/ostta01g03390/ostta01g03880/ostta01g04230/ostta01g04630/ostta01g05690/ostta01g06310/ostta02g01170/ostta02g02380/ostta02g03440/ostta02g05140/ostta03g01100/ostta03g03120/ostta03g03150/ostta03g03160/ostta04g02090/ostta05g01070/ostta05g01230/ostta05g04960/ostta06g01070/ostta07g00720/ostta07g01350/ostta07g01740/ostta07g03440/ostta08g02240/ostta09g01080/ostta10g01190/ostta10g03410/ostta11g00690/ostta11g02780/ostta12g02460/ostta15g02680/ostta16g01340/ostta16g02540/ostta17g00130/ostta18g00940/ostta20g00080	38
GO:0019438	aromatic compound biosynthetic process	38/158	308/2937	3.48116154729001e-07	1.88977341138601e-05	1.62279711227053e-05	ostta01g00830/ostta01g02390/ostta01g03390/ostta01g03880/ostta01g04230/ostta01g04630/ostta01g05690/ostta01g06310/ostta02g01170/ostta02g02380/ostta02g03440/ostta02g05140/ostta03g01100/ostta03g03120/ostta03g03150/ostta03g03160/ostta04g02090/ostta05g01070/ostta05g01230/ostta05g04960/ostta06g01070/ostta07g00720/ostta07g01350/ostta07g01740/ostta07g03440/ostta08g02240/ostta09g01080/ostta10g01190/ostta10g03410/ostta11g00690/ostta11g02780/ostta12g02460/ostta15g02680/ostta16g01340/ostta16g02540/ostta17g00130/ostta18g00940/ostta20g00080	38
GO:1901362	organic cyclic compound biosynthetic process	41/158	354/2937	6.18403163309485e-07	2.93741502572005e-05	2.52243395560448e-05	ostta01g00830/ostta01g02390/ostta01g03390/ostta01g03880/ostta01g04230/ostta01g04630/ostta01g05690/ostta01g06310/ostta02g01170/ostta02g02380/ostta02g03440/ostta02g05140/ostta03g01100/ostta03g03120/ostta03g03150/ostta03g03160/ostta04g02080/ostta04g02090/ostta05g01070/ostta05g01230/ostta05g04960/ostta06g01070/ostta07g00720/ostta07g01350/ostta07g01740/ostta07g03440/ostta08g02240/ostta09g00960/ostta09g01080/ostta10g01190/ostta10g03410/ostta11g00690/ostta11g02780/ostta12g01280/ostta12g02460/ostta15g02680/ostta16g01340/ostta16g02540/ostta17g00130/ostta18g00940/ostta20g00080	41
GO:0044550	secondary metabolite biosynthetic process	39/158	362/2937	8.08641209178199e-06	0.000309634499667311	0.000265891121597968	ostta01g02390/ostta01g02870/ostta01g04230/ostta01g05690/ostta02g02380/ostta02g03360/ostta02g04570/ostta03g03160/ostta04g02080/ostta04g02090/ostta04g03900/ostta05g01070/ostta05g01230/ostta05g03530/ostta05g04960/ostta06g01340/ostta06g02940/ostta07g01740/ostta07g03440/ostta07g04370/ostta08g02240/ostta09g00960/ostta10g02780/ostta10g03200/ostta11g00690/ostta11g02780/ostta12g01280/ostta12g01390/ostta12g02460/ostta13g01200/ostta14g02420/ostta15g02680/ostta15g02900/ostta16g00670/ostta17g00130/ostta18g01090/ostta18g01880/ostta18g01890/ostta20g00080	39
GO:0015995	chlorophyll biosynthetic process	6/158	11/2937	8.14827630703451e-06	0.000309634499667311	0.000265891121597968	ostta01g05690/ostta02g02380/ostta04g02090/ostta05g04960/ostta07g01740/ostta15g02680	6
GO:0019748	secondary metabolic process	39/158	364/2937	9.26968845385381e-06	0.000320225601133131	0.000274985973272218	ostta01g02390/ostta01g02870/ostta01g04230/ostta01g05690/ostta02g02380/ostta02g03360/ostta02g04570/ostta03g03160/ostta04g02080/ostta04g02090/ostta04g03900/ostta05g01070/ostta05g01230/ostta05g03530/ostta05g04960/ostta06g01340/ostta06g02940/ostta07g01740/ostta07g03440/ostta07g04370/ostta08g02240/ostta09g00960/ostta10g02780/ostta10g03200/ostta11g00690/ostta11g02780/ostta12g01280/ostta12g01390/ostta12g02460/ostta13g01200/ostta14g02420/ostta15g02680/ostta15g02900/ostta16g00670/ostta17g00130/ostta18g01090/ostta18g01880/ostta18g01890/ostta20g00080	39
GO:0015994	chlorophyll metabolic process	6/158	12/2937	1.5574663151573e-05	0.000493197666466477	0.000423521541841019	ostta01g05690/ostta02g02380/ostta04g02090/ostta05g04960/ostta07g01740/ostta15g02680	6
GO:0046148	pigment biosynthetic process	8/158	28/2937	7.26187813070348e-05	0.00212270283820563	0.00182281961175553	ostta01g05690/ostta02g02380/ostta04g02090/ostta05g03530/ostta05g04960/ostta07g01740/ostta15g02680/ostta16g00670	8
GO:0042440	pigment metabolic process	8/158	31/2937	0.000160439585078957	0.00435478873785742	0.00373956927627645	ostta01g05690/ostta02g02380/ostta04g02090/ostta05g03530/ostta05g04960/ostta07g01740/ostta15g02680/ostta16g00670	8
GO:0006355	regulation of DNA-templated transcription	13/158	79/2937	0.00022905907525878	0.00512014403519625	0.00439679958701063	ostta01g03880/ostta01g04630/ostta01g06310/ostta02g01170/ostta02g03440/ostta03g01100/ostta03g03120/ostta06g01070/ostta07g00720/ostta10g01190/ostta10g03410/ostta16g01340/ostta16g02540	13
GO:1903506	regulation of nucleic acid-templated transcription	13/158	79/2937	0.00022905907525878	0.00512014403519625	0.00439679958701063	ostta01g03880/ostta01g04630/ostta01g06310/ostta02g01170/ostta02g03440/ostta03g01100/ostta03g03120/ostta06g01070/ostta07g00720/ostta10g01190/ostta10g03410/ostta16g01340/ostta16g02540	13
