ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006412	translation	95/395	229/2937	1.50110621612219e-28	6.04945805097242e-26	5.86221480190876e-26	ostta01g00485/ostta01g02400/ostta01g02960/ostta01g03190/ostta01g04340/ostta02g00250/ostta02g01010/ostta02g01390/ostta02g01970/ostta02g02200/ostta02g02800/ostta02g03140/ostta02g04120/ostta02g04680/ostta02g04990/ostta02g05480/ostta03g01020/ostta03g01600/ostta03g02100/ostta03g02770/ostta03g02960/ostta03g03015/ostta03g03240/ostta03g03300/ostta03g04290/ostta03g04510/ostta03g04810/ostta03g05760/ostta04g00090/ostta04g01310/ostta04g01610/ostta04g01660/ostta04g01760/ostta04g02970/ostta04g04740/ostta04g04870/ostta04g05030/ostta05g00110/ostta05g01460/ostta05g02300/ostta05g02870/ostta05g04910/ostta06g00460/ostta06g01030/ostta06g01530/ostta06g01640/ostta06g01860/ostta06g02530/ostta06g04240/ostta07g00280/ostta07g01260/ostta07g01530/ostta07g01760/ostta07g02780/ostta07g03885/ostta07g04180/ostta07g04530/ostta08g00570/ostta08g00580/ostta08g01395/ostta08g01750/ostta08g01890/ostta08g02010/ostta08g03240/ostta08g03610/ostta09g01860/ostta09g02550/ostta09g04010/ostta10g02015/ostta11g02500/ostta11g02560/ostta11g03280/ostta12g02680/ostta12g02830/ostta12g02920/ostta13g00070/ostta13g01580/ostta14g01060/ostta14g01070/ostta14g01840/ostta14g01850/ostta14g02770/ostta15g01160/ostta15g01180/ostta15g02010/ostta15g02200/ostta15g02360/ostta16g00070/ostta16g00330/ostta16g00530/ostta16g00770/ostta17g00820/ostta17g01350/ostta18g00630/ostta20g00130	95
GO:0043043	peptide biosynthetic process	95/395	232/2937	5.19704952363524e-28	7.1884584901049e-26	6.96596081971769e-26	ostta01g00485/ostta01g02400/ostta01g02960/ostta01g03190/ostta01g04340/ostta02g00250/ostta02g01010/ostta02g01390/ostta02g01970/ostta02g02200/ostta02g02800/ostta02g03140/ostta02g04120/ostta02g04680/ostta02g04990/ostta02g05480/ostta03g01020/ostta03g01600/ostta03g02100/ostta03g02770/ostta03g02960/ostta03g03015/ostta03g03240/ostta03g03300/ostta03g04290/ostta03g04510/ostta03g04810/ostta03g05760/ostta04g00090/ostta04g01310/ostta04g01610/ostta04g01660/ostta04g01760/ostta04g02970/ostta04g04740/ostta04g04870/ostta04g05030/ostta05g00110/ostta05g01460/ostta05g02300/ostta05g02870/ostta05g04910/ostta06g00460/ostta06g01030/ostta06g01530/ostta06g01640/ostta06g01860/ostta06g02530/ostta06g04240/ostta07g00280/ostta07g01260/ostta07g01530/ostta07g01760/ostta07g02780/ostta07g03885/ostta07g04180/ostta07g04530/ostta08g00570/ostta08g00580/ostta08g01395/ostta08g01750/ostta08g01890/ostta08g02010/ostta08g03240/ostta08g03610/ostta09g01860/ostta09g02550/ostta09g04010/ostta10g02015/ostta11g02500/ostta11g02560/ostta11g03280/ostta12g02680/ostta12g02830/ostta12g02920/ostta13g00070/ostta13g01580/ostta14g01060/ostta14g01070/ostta14g01840/ostta14g01850/ostta14g02770/ostta15g01160/ostta15g01180/ostta15g02010/ostta15g02200/ostta15g02360/ostta16g00070/ostta16g00330/ostta16g00530/ostta16g00770/ostta17g00820/ostta17g01350/ostta18g00630/ostta20g00130	95
GO:0043603	amide metabolic process	100/395	254/2937	6.76260555095929e-28	7.1884584901049e-26	6.96596081971769e-26	ostta01g00485/ostta01g02400/ostta01g02960/ostta01g03190/ostta01g04340/ostta02g00250/ostta02g01010/ostta02g01390/ostta02g01970/ostta02g02000/ostta02g02200/ostta02g02800/ostta02g03140/ostta02g04120/ostta02g04680/ostta02g04990/ostta02g05480/ostta03g01020/ostta03g01600/ostta03g02100/ostta03g02770/ostta03g02960/ostta03g03015/ostta03g03240/ostta03g03300/ostta03g04010/ostta03g04290/ostta03g04510/ostta03g04810/ostta03g05760/ostta04g00090/ostta04g01310/ostta04g01610/ostta04g01660/ostta04g01760/ostta04g02970/ostta04g04740/ostta04g04870/ostta04g05030/ostta05g00110/ostta05g01460/ostta05g02300/ostta05g02870/ostta05g04910/ostta06g00460/ostta06g01030/ostta06g01530/ostta06g01640/ostta06g01860/ostta06g02530/ostta06g04240/ostta07g00280/ostta07g01260/ostta07g01530/ostta07g01760/ostta07g02780/ostta07g03880/ostta07g03885/ostta07g04180/ostta07g04530/ostta08g00570/ostta08g00580/ostta08g01395/ostta08g01750/ostta08g01890/ostta08g02010/ostta08g03240/ostta08g03610/ostta09g01860/ostta09g02550/ostta09g04010/ostta10g00580/ostta10g02015/ostta11g02500/ostta11g02560/ostta11g03280/ostta12g02680/ostta12g02830/ostta12g02920/ostta13g00070/ostta13g01580/ostta14g01060/ostta14g01070/ostta14g01840/ostta14g01850/ostta14g02770/ostta15g01160/ostta15g01180/ostta15g01700/ostta15g02010/ostta15g02200/ostta15g02360/ostta16g00070/ostta16g00330/ostta16g00530/ostta16g00770/ostta17g00820/ostta17g01350/ostta18g00630/ostta20g00130	100
GO:0043604	amide biosynthetic process	96/395	237/2937	7.13494639216367e-28	7.1884584901049e-26	6.96596081971769e-26	ostta01g00485/ostta01g02400/ostta01g02960/ostta01g03190/ostta01g04340/ostta02g00250/ostta02g01010/ostta02g01390/ostta02g01970/ostta02g02200/ostta02g02800/ostta02g03140/ostta02g04120/ostta02g04680/ostta02g04990/ostta02g05480/ostta03g01020/ostta03g01600/ostta03g02100/ostta03g02770/ostta03g02960/ostta03g03015/ostta03g03240/ostta03g03300/ostta03g04290/ostta03g04510/ostta03g04810/ostta03g05760/ostta04g00090/ostta04g01310/ostta04g01610/ostta04g01660/ostta04g01760/ostta04g02970/ostta04g04740/ostta04g04870/ostta04g05030/ostta05g00110/ostta05g01460/ostta05g02300/ostta05g02870/ostta05g04910/ostta06g00460/ostta06g01030/ostta06g01530/ostta06g01640/ostta06g01860/ostta06g02530/ostta06g04240/ostta07g00280/ostta07g01260/ostta07g01530/ostta07g01760/ostta07g02780/ostta07g03885/ostta07g04180/ostta07g04530/ostta08g00570/ostta08g00580/ostta08g01395/ostta08g01750/ostta08g01890/ostta08g02010/ostta08g03240/ostta08g03610/ostta09g01860/ostta09g02550/ostta09g04010/ostta10g00580/ostta10g02015/ostta11g02500/ostta11g02560/ostta11g03280/ostta12g02680/ostta12g02830/ostta12g02920/ostta13g00070/ostta13g01580/ostta14g01060/ostta14g01070/ostta14g01840/ostta14g01850/ostta14g02770/ostta15g01160/ostta15g01180/ostta15g02010/ostta15g02200/ostta15g02360/ostta16g00070/ostta16g00330/ostta16g00530/ostta16g00770/ostta17g00820/ostta17g01350/ostta18g00630/ostta20g00130	96
GO:0006518	peptide metabolic process	95/395	236/2937	2.60991222893685e-27	2.1035892565231e-25	2.0384788146012e-25	ostta01g00485/ostta01g02400/ostta01g02960/ostta01g03190/ostta01g04340/ostta02g00250/ostta02g01010/ostta02g01390/ostta02g01970/ostta02g02200/ostta02g02800/ostta02g03140/ostta02g04120/ostta02g04680/ostta02g04990/ostta02g05480/ostta03g01020/ostta03g01600/ostta03g02100/ostta03g02770/ostta03g02960/ostta03g03015/ostta03g03240/ostta03g03300/ostta03g04290/ostta03g04510/ostta03g04810/ostta03g05760/ostta04g00090/ostta04g01310/ostta04g01610/ostta04g01660/ostta04g01760/ostta04g02970/ostta04g04740/ostta04g04870/ostta04g05030/ostta05g00110/ostta05g01460/ostta05g02300/ostta05g02870/ostta05g04910/ostta06g00460/ostta06g01030/ostta06g01530/ostta06g01640/ostta06g01860/ostta06g02530/ostta06g04240/ostta07g00280/ostta07g01260/ostta07g01530/ostta07g01760/ostta07g02780/ostta07g03885/ostta07g04180/ostta07g04530/ostta08g00570/ostta08g00580/ostta08g01395/ostta08g01750/ostta08g01890/ostta08g02010/ostta08g03240/ostta08g03610/ostta09g01860/ostta09g02550/ostta09g04010/ostta10g02015/ostta11g02500/ostta11g02560/ostta11g03280/ostta12g02680/ostta12g02830/ostta12g02920/ostta13g00070/ostta13g01580/ostta14g01060/ostta14g01070/ostta14g01840/ostta14g01850/ostta14g02770/ostta15g01160/ostta15g01180/ostta15g02010/ostta15g02200/ostta15g02360/ostta16g00070/ostta16g00330/ostta16g00530/ostta16g00770/ostta17g00820/ostta17g01350/ostta18g00630/ostta20g00130	95
GO:0034645	cellular macromolecule biosynthetic process	97/395	304/2937	5.14692700121235e-19	3.45701930248096e-17	3.35001739903471e-17	ostta01g00485/ostta01g02400/ostta01g02960/ostta01g03190/ostta01g04340/ostta02g00250/ostta02g01010/ostta02g01390/ostta02g01970/ostta02g02200/ostta02g02800/ostta02g03140/ostta02g04120/ostta02g04680/ostta02g04990/ostta02g05480/ostta03g01020/ostta03g01600/ostta03g02100/ostta03g02770/ostta03g02960/ostta03g03015/ostta03g03240/ostta03g03300/ostta03g04290/ostta03g04510/ostta03g04810/ostta03g05760/ostta04g00090/ostta04g01310/ostta04g01610/ostta04g01660/ostta04g01760/ostta04g02970/ostta04g04740/ostta04g04870/ostta04g05030/ostta05g00110/ostta05g01460/ostta05g02300/ostta05g02870/ostta05g04910/ostta06g00460/ostta06g01030/ostta06g01530/ostta06g01640/ostta06g01860/ostta06g02530/ostta06g04240/ostta07g00280/ostta07g01260/ostta07g01310/ostta07g01530/ostta07g01760/ostta07g02780/ostta07g03885/ostta07g04180/ostta07g04530/ostta08g00570/ostta08g00580/ostta08g01395/ostta08g01750/ostta08g01890/ostta08g02010/ostta08g03240/ostta08g03610/ostta09g00420/ostta09g01860/ostta09g02550/ostta09g04010/ostta10g02015/ostta11g02500/ostta11g02560/ostta11g03280/ostta12g02680/ostta12g02830/ostta12g02920/ostta13g00070/ostta13g01580/ostta14g01060/ostta14g01070/ostta14g01840/ostta14g01850/ostta14g02770/ostta15g01160/ostta15g01180/ostta15g02010/ostta15g02200/ostta15g02360/ostta16g00070/ostta16g00330/ostta16g00530/ostta16g00770/ostta17g00820/ostta17g01350/ostta18g00630/ostta20g00130	97
GO:0010467	gene expression	119/395	470/2937	1.62175896857741e-14	9.33669806195281e-13	9.04770792995818e-13	ostta01g00485/ostta01g02400/ostta01g02960/ostta01g03190/ostta01g04340/ostta02g00093/ostta02g00250/ostta02g00640/ostta02g00960/ostta02g01010/ostta02g01230/ostta02g01330/ostta02g01390/ostta02g01480/ostta02g01590/ostta02g01970/ostta02g02200/ostta02g02260/ostta02g02800/ostta02g03140/ostta02g04120/ostta02g04680/ostta02g04990/ostta02g05480/ostta03g00780/ostta03g01020/ostta03g01600/ostta03g01880/ostta03g02000/ostta03g02100/ostta03g02770/ostta03g02960/ostta03g03015/ostta03g03240/ostta03g03300/ostta03g04290/ostta03g04510/ostta03g04810/ostta03g05760/ostta04g00090/ostta04g00220/ostta04g00510/ostta04g01310/ostta04g01530/ostta04g01610/ostta04g01650/ostta04g01660/ostta04g01760/ostta04g02970/ostta04g04740/ostta04g04870/ostta04g05010/ostta04g05030/ostta04g05410/ostta05g00110/ostta05g01460/ostta05g02300/ostta05g02870/ostta05g04910/ostta06g00460/ostta06g01030/ostta06g01530/ostta06g01640/ostta06g01860/ostta06g02530/ostta06g04240/ostta07g00280/ostta07g00490/ostta07g01260/ostta07g01530/ostta07g01760/ostta07g02780/ostta07g03190/ostta07g03885/ostta07g04180/ostta07g04530/ostta08g00570/ostta08g00580/ostta08g01395/ostta08g01730/ostta08g01750/ostta08g01890/ostta08g02010/ostta08g03240/ostta08g03440/ostta08g03610/ostta09g01860/ostta09g02550/ostta09g04010/ostta10g02015/ostta10g03370/ostta11g01810/ostta11g02500/ostta11g02560/ostta11g03280/ostta12g02680/ostta12g02830/ostta12g02920/ostta13g00070/ostta13g01580/ostta14g01060/ostta14g01070/ostta14g01840/ostta14g01850/ostta14g02770/ostta15g01160/ostta15g01180/ostta15g01440/ostta15g02010/ostta15g02200/ostta15g02360/ostta16g00070/ostta16g00330/ostta16g00530/ostta16g00770/ostta17g00820/ostta17g01350/ostta18g00630/ostta20g00130	119
GO:0009059	macromolecule biosynthetic process	106/395	406/2937	8.66415440481965e-14	4.3645677814279e-12	4.2294753739317e-12	ostta01g00485/ostta01g02400/ostta01g02960/ostta01g03190/ostta01g04340/ostta02g00093/ostta02g00250/ostta02g01010/ostta02g01390/ostta02g01480/ostta02g01590/ostta02g01970/ostta02g02200/ostta02g02260/ostta02g02800/ostta02g03140/ostta02g04120/ostta02g04680/ostta02g04990/ostta02g05480/ostta03g01020/ostta03g01600/ostta03g02100/ostta03g02770/ostta03g02960/ostta03g03015/ostta03g03240/ostta03g03300/ostta03g04290/ostta03g04510/ostta03g04810/ostta03g05760/ostta04g00090/ostta04g00220/ostta04g01310/ostta04g01610/ostta04g01660/ostta04g01760/ostta04g02970/ostta04g04740/ostta04g04870/ostta04g05010/ostta04g05030/ostta05g00110/ostta05g01460/ostta05g02300/ostta05g02870/ostta05g04910/ostta06g00460/ostta06g01030/ostta06g01530/ostta06g01640/ostta06g01860/ostta06g02530/ostta06g04240/ostta07g00280/ostta07g00490/ostta07g01260/ostta07g01310/ostta07g01530/ostta07g01760/ostta07g02780/ostta07g03885/ostta07g04180/ostta07g04530/ostta08g00570/ostta08g00580/ostta08g01395/ostta08g01730/ostta08g01750/ostta08g01890/ostta08g02010/ostta08g03240/ostta08g03610/ostta09g00420/ostta09g01860/ostta09g02550/ostta09g04010/ostta10g02015/ostta11g02500/ostta11g02560/ostta11g03280/ostta12g02680/ostta12g02830/ostta12g02920/ostta13g00070/ostta13g01580/ostta14g01060/ostta14g01070/ostta14g01840/ostta14g01850/ostta14g02770/ostta15g01160/ostta15g01180/ostta15g01440/ostta15g02010/ostta15g02200/ostta15g02360/ostta16g00070/ostta16g00330/ostta16g00530/ostta16g00770/ostta17g00820/ostta17g01350/ostta18g00630/ostta20g00130	106
GO:0006520	amino acid metabolic process	59/395	234/2937	3.18264610090084e-07	1.42511819851449e-05	1.38100784027393e-05	ostta01g01230/ostta01g01500/ostta01g01590/ostta01g04340/ostta01g04490/ostta01g05260/ostta02g01690/ostta02g01970/ostta02g02860/ostta02g03460/ostta02g03640/ostta03g00660/ostta03g00700/ostta03g00830/ostta03g01320/ostta03g03750/ostta04g00640/ostta04g01500/ostta04g01610/ostta04g01660/ostta04g03960/ostta04g04740/ostta05g01350/ostta05g01820/ostta06g00460/ostta06g00520/ostta06g01650/ostta06g01870/ostta06g02530/ostta06g03270/ostta06g04200/ostta07g00280/ostta07g01260/ostta07g02780/ostta07g02810/ostta08g02010/ostta08g02470/ostta08g03610/ostta09g00970/ostta09g01860/ostta09g03600/ostta10g02540/ostta11g00080/ostta11g00540/ostta11g01100/ostta11g02560/ostta11g03280/ostta13g01580/ostta14g01750/ostta14g01840/ostta14g02070/ostta14g02470/ostta14g02775/ostta14g02970/ostta15g01700/ostta16g00480/ostta16g00710/ostta16g02030/ostta16g02560	59
GO:0019752	carboxylic acid metabolic process	78/395	359/2937	2.5691881617551e-06	0.000103538282918731	0.000100333558738015	ostta01g00590/ostta01g01230/ostta01g01500/ostta01g01590/ostta01g04340/ostta01g04490/ostta01g05260/ostta02g00200/ostta02g01690/ostta02g01970/ostta02g02000/ostta02g02240/ostta02g02860/ostta02g03460/ostta02g03640/ostta03g00660/ostta03g00700/ostta03g00830/ostta03g01320/ostta03g03750/ostta03g04010/ostta03g04210/ostta04g00640/ostta04g01500/ostta04g01610/ostta04g01660/ostta04g02660/ostta04g03960/ostta04g04740/ostta05g00220/ostta05g01350/ostta05g01820/ostta06g00460/ostta06g00520/ostta06g01650/ostta06g01870/ostta06g02530/ostta06g03270/ostta06g04200/ostta07g00280/ostta07g01260/ostta07g02780/ostta07g02810/ostta07g03880/ostta08g00190/ostta08g00930/ostta08g01610/ostta08g02010/ostta08g02470/ostta08g03610/ostta09g00970/ostta09g01860/ostta09g03600/ostta10g00580/ostta10g02540/ostta11g00080/ostta11g00540/ostta11g01100/ostta11g02560/ostta11g03280/ostta12g02960/ostta13g01040/ostta13g01580/ostta13g02530/ostta14g01750/ostta14g01840/ostta14g02070/ostta14g02470/ostta14g02775/ostta14g02970/ostta15g01700/ostta16g00480/ostta16g00710/ostta16g01100/ostta16g02030/ostta16g02560/ostta18g00900/ostta18g01060	78
