ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006259	DNA metabolic process	71/362	183/2937	1.77693851575621e-21	7.58752746227902e-19	7.07034483111419e-19	ostta01g00090/ostta01g02580/ostta01g04740/ostta01g05200/ostta01g06330/ostta02g01245/ostta02g01247/ostta02g03430/ostta03g02630/ostta03g03780/ostta03g04030/ostta03g05120/ostta03g05810/ostta04g00450/ostta04g00480/ostta04g00700/ostta04g02050/ostta04g04640/ostta04g04970/ostta04g05230/ostta05g00150/ostta05g00310/ostta05g00330/ostta05g00500/ostta05g00600/ostta05g01680/ostta05g02940/ostta05g03330/ostta05g04200/ostta06g02640/ostta06g02890/ostta06g03325/ostta07g00020/ostta07g02540/ostta07g02710/ostta07g03460/ostta08g00710/ostta08g02290/ostta08g03260/ostta08g03680/ostta09g02150/ostta10g00340/ostta10g00640/ostta10g02080/ostta10g02100/ostta11g00400/ostta11g00630/ostta11g00910/ostta11g00940/ostta11g01400/ostta11g01840/ostta12g00110/ostta12g01020/ostta12g01670/ostta12g01965/ostta12g02040/ostta12g02080/ostta12g02340/ostta12g02390/ostta12g02485/ostta13g01140/ostta13g02040/ostta13g02280/ostta14g00420/ostta14g01050/ostta14g02950/ostta15g02820/ostta16g01940/ostta18g00830/ostta18g01440/ostta20g00860	71
GO:0006260	DNA replication	35/362	54/2937	6.81162307004213e-20	1.45428152545399e-17	1.35515448446101e-17	ostta01g00090/ostta01g02580/ostta01g05200/ostta02g03430/ostta03g04030/ostta04g00450/ostta04g04640/ostta04g04970/ostta05g00150/ostta05g00330/ostta05g01680/ostta05g02940/ostta06g02890/ostta06g03325/ostta07g02710/ostta07g03460/ostta08g00710/ostta08g02290/ostta08g03680/ostta10g00340/ostta10g00640/ostta11g00910/ostta11g00940/ostta11g01400/ostta11g01840/ostta12g00110/ostta12g01020/ostta12g02040/ostta12g02340/ostta12g02485/ostta13g01140/ostta13g02040/ostta14g01050/ostta15g02820/ostta18g01440	35
GO:0007049	cell cycle	37/362	68/2937	2.5727230519004e-17	3.6618424772049e-15	3.41224320567843e-15	ostta01g01000/ostta01g02580/ostta02g03080/ostta02g03430/ostta02g03470/ostta02g03880/ostta03g02760/ostta04g00450/ostta04g04970/ostta04g05220/ostta05g00150/ostta06g00360/ostta06g02700/ostta06g02890/ostta06g04290/ostta07g02520/ostta07g02710/ostta08g00710/ostta08g02230/ostta08g02290/ostta08g03680/ostta10g00340/ostta10g00640/ostta10g00670/ostta11g00730/ostta11g00910/ostta11g00940/ostta11g01400/ostta11g01820/ostta11g01840/ostta12g00110/ostta12g01020/ostta13g01140/ostta13g02040/ostta14g01050/ostta15g02820/ostta16g02410	37
GO:0006310	DNA recombination	22/362	39/2937	3.82793230697025e-11	4.08631773769074e-09	3.8077852948283e-09	ostta02g01245/ostta02g01247/ostta02g03430/ostta03g04030/ostta03g05810/ostta04g00480/ostta04g00700/ostta04g05230/ostta05g00310/ostta05g00600/ostta05g04200/ostta06g03325/ostta07g00020/ostta07g02540/ostta07g02710/ostta10g00640/ostta11g00630/ostta12g00110/ostta12g01965/ostta12g02080/ostta13g01140/ostta18g01440	22
GO:0006996	organelle organization	27/362	63/2937	8.25678903884525e-10	7.05129783917384e-08	6.57066580354422e-08	ostta01g01140/ostta02g03880/ostta02g04910/ostta03g03780/ostta03g04030/ostta03g04200/ostta04g00170/ostta04g01990/ostta04g03530/ostta05g00500/ostta05g02940/ostta05g03330/ostta05g03610/ostta05g04500/ostta06g03310/ostta06g03325/ostta07g02520/ostta07g04210/ostta08g02230/ostta09g02150/ostta10g02670/ostta10g03310/ostta12g02040/ostta13g02990/ostta17g00065/ostta20g00160/ostta20g00630	27
GO:0006261	DNA-templated DNA replication	14/362	21/2937	7.61879950064416e-09	5.4220456446251e-07	5.05246703726929e-07	ostta01g02580/ostta03g04030/ostta04g00450/ostta04g04640/ostta04g04970/ostta05g01680/ostta05g02940/ostta06g03325/ostta11g00910/ostta11g00940/ostta12g01020/ostta12g02040/ostta13g02040/ostta14g01050	14
GO:0006298	mismatch repair	16/362	28/2937	1.55680861996351e-08	9.4965325817774e-07	8.84922794505573e-07	ostta01g04740/ostta02g03430/ostta03g05120/ostta04g02050/ostta05g00150/ostta06g02640/ostta06g02890/ostta07g02710/ostta10g00640/ostta10g02100/ostta12g00110/ostta12g02485/ostta13g01140/ostta13g02280/ostta16g01940/ostta18g01440	16
GO:0016043	cellular component organization	36/362	120/2937	1.11956867794527e-07	5.9756978185329e-06	5.56838105609623e-06	ostta01g01140/ostta01g02210/ostta01g03890/ostta02g00100/ostta02g03880/ostta02g04910/ostta03g03780/ostta03g04030/ostta03g04200/ostta04g00170/ostta04g01990/ostta04g03530/ostta05g00500/ostta05g02940/ostta05g03330/ostta05g03610/ostta05g04500/ostta06g02600/ostta06g03310/ostta06g03325/ostta07g02520/ostta07g04210/ostta07g04220/ostta08g00720/ostta08g02230/ostta09g02150/ostta10g02670/ostta10g03310/ostta12g01320/ostta12g02040/ostta13g00640/ostta13g01120/ostta13g02990/ostta17g00065/ostta20g00160/ostta20g00630	36
GO:0035825	homologous recombination	15/362	28/2937	1.43798401371474e-07	6.82243526506883e-06	6.35740300800201e-06	ostta02g03430/ostta03g04030/ostta03g05810/ostta04g00700/ostta05g00310/ostta06g03325/ostta07g00020/ostta07g02540/ostta07g02710/ostta11g00630/ostta12g00110/ostta12g01965/ostta12g02080/ostta13g01140/ostta18g01440	15
GO:0006284	base-excision repair	14/362	27/2937	6.49534342674199e-07	2.77351164321883e-05	2.5844629634826e-05	ostta02g03430/ostta05g00150/ostta06g02890/ostta07g03460/ostta08g02290/ostta08g03680/ostta10g00640/ostta11g00400/ostta11g01840/ostta12g00110/ostta12g01670/ostta12g02485/ostta14g02950/ostta18g00830	14
GO:0006974	cellular response to DNA damage stimulus	33/362	113/2937	7.85739601896422e-07	3.05009827281611e-05	2.84219683748179e-05	ostta01g04740/ostta02g03430/ostta03g02630/ostta03g05120/ostta04g02050/ostta04g04970/ostta05g00150/ostta06g02640/ostta06g02890/ostta07g00020/ostta07g02710/ostta07g03460/ostta08g02290/ostta08g03260/ostta08g03680/ostta10g00640/ostta10g02080/ostta10g02100/ostta11g00400/ostta11g00630/ostta11g01840/ostta12g00110/ostta12g01670/ostta12g02390/ostta12g02485/ostta13g01140/ostta13g02280/ostta14g00420/ostta14g02950/ostta16g01940/ostta18g00830/ostta18g01440/ostta20g00860	33
GO:0033554	cellular response to stress	33/362	114/2937	9.82457906298382e-07	3.49591271657841e-05	3.257623584042e-05	ostta01g04740/ostta02g03430/ostta03g02630/ostta03g05120/ostta04g02050/ostta04g04970/ostta05g00150/ostta06g02640/ostta06g02890/ostta07g00020/ostta07g02710/ostta07g03460/ostta08g02290/ostta08g03260/ostta08g03680/ostta10g00640/ostta10g02080/ostta10g02100/ostta11g00400/ostta11g00630/ostta11g01840/ostta12g00110/ostta12g01670/ostta12g02390/ostta12g02485/ostta13g01140/ostta13g02280/ostta14g00420/ostta14g02950/ostta16g01940/ostta18g00830/ostta18g01440/ostta20g00860	33
GO:0006281	DNA repair	32/362	112/2937	1.99244734719331e-06	6.54442320962727e-05	6.09834086833257e-05	ostta01g04740/ostta02g03430/ostta03g02630/ostta03g05120/ostta04g02050/ostta05g00150/ostta06g02640/ostta06g02890/ostta07g00020/ostta07g02710/ostta07g03460/ostta08g02290/ostta08g03260/ostta08g03680/ostta10g00640/ostta10g02080/ostta10g02100/ostta11g00400/ostta11g00630/ostta11g01840/ostta12g00110/ostta12g01670/ostta12g02390/ostta12g02485/ostta13g01140/ostta13g02280/ostta14g00420/ostta14g02950/ostta16g01940/ostta18g00830/ostta18g01440/ostta20g00860	32
GO:0006950	response to stress	34/362	126/2937	3.93087929245696e-06	0.000119891818419937	0.000111719727259303	ostta01g04740/ostta02g03430/ostta03g02630/ostta03g05120/ostta04g01080/ostta04g02050/ostta04g04970/ostta05g00150/ostta06g02640/ostta06g02890/ostta07g00020/ostta07g02710/ostta07g03460/ostta08g02290/ostta08g03260/ostta08g03680/ostta10g00640/ostta10g02080/ostta10g02100/ostta11g00400/ostta11g00630/ostta11g01840/ostta12g00110/ostta12g01670/ostta12g02390/ostta12g02485/ostta13g01140/ostta13g02280/ostta14g00420/ostta14g02950/ostta16g01940/ostta18g00830/ostta18g01440/ostta20g00860	34
GO:0051716	cellular response to stimulus	45/362	191/2937	5.94776913308922e-06	0.00016931316132194	0.000157772402267209	ostta01g04740/ostta01g05090/ostta02g03430/ostta03g01890/ostta03g02630/ostta03g05120/ostta04g02050/ostta04g02240/ostta04g04970/ostta05g00150/ostta06g01360/ostta06g02640/ostta06g02890/ostta07g00020/ostta07g00880/ostta07g02360/ostta07g02700/ostta07g02710/ostta07g03460/ostta08g02290/ostta08g03260/ostta08g03680/ostta10g00640/ostta10g02080/ostta10g02100/ostta11g00400/ostta11g00630/ostta11g01840/ostta11g02505/ostta12g00110/ostta12g01670/ostta12g02390/ostta12g02485/ostta13g01140/ostta13g01820/ostta13g02280/ostta14g00420/ostta14g02950/ostta15g01410/ostta15g02070/ostta16g01940/ostta18g00720/ostta18g00830/ostta18g01440/ostta20g00860	45
GO:0006270	DNA replication initiation	7/362	10/2937	3.52218455241916e-05	0.000939983002426864	0.000875911684746344	ostta01g02580/ostta04g00450/ostta04g04640/ostta05g01680/ostta11g00910/ostta12g01020/ostta14g01050	7
GO:0051276	chromosome organization	9/362	17/2937	5.85081696429176e-05	0.00146958755514858	0.00136941722136364	ostta03g03780/ostta03g04030/ostta05g00500/ostta05g02940/ostta05g03330/ostta06g03325/ostta07g02520/ostta09g02150/ostta12g02040	9
GO:0006220	pyrimidine nucleotide metabolic process	12/362	29/2937	7.48157214018511e-05	0.00177479516881058	0.00165382120993566	ostta01g00090/ostta01g03600/ostta01g04510/ostta01g05920/ostta07g01340/ostta08g00560/ostta11g02505/ostta15g00060/ostta15g02350/ostta17g00410/ostta17g02305/ostta17g02320	12
GO:0051258	protein polymerization	7/362	12/2937	0.000186039869345053	0.0041810012742283	0.0038960149923784	ostta01g01140/ostta01g02210/ostta03g04200/ostta08g02230/ostta12g01320/ostta13g00640/ostta20g00630	7
GO:0065003	protein-containing complex assembly	18/362	62/2937	0.000302323253494454	0.00645460146210659	0.00601464156952124	ostta01g01140/ostta01g02210/ostta01g03890/ostta02g00100/ostta03g04200/ostta05g03610/ostta05g04500/ostta06g02600/ostta06g03310/ostta07g04220/ostta08g00720/ostta08g02230/ostta10g03310/ostta12g01320/ostta13g00640/ostta13g01120/ostta17g00065/ostta20g00630	18
GO:0043933	protein-containing complex organization	18/362	67/2937	0.000850944291379549	0.0173025339247175	0.0161231549945599	ostta01g01140/ostta01g02210/ostta01g03890/ostta02g00100/ostta03g04200/ostta05g03610/ostta05g04500/ostta06g02600/ostta06g03310/ostta07g04220/ostta08g00720/ostta08g02230/ostta10g03310/ostta12g01320/ostta13g00640/ostta13g01120/ostta17g00065/ostta20g00630	18
