ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0016071	mRNA metabolic process	30/509	74/2937	1.56698245025228e-06	0.000167947012111402	0.00014530383167533	ostta01g01670/ostta01g05670/ostta02g03960/ostta02g05400/ostta03g00170/ostta03g00400/ostta04g01650/ostta04g02180/ostta06g01490/ostta06g02390/ostta06g02750/ostta06g02880/ostta07g01520/ostta07g01920/ostta08g00170/ostta08g02680/ostta08g03840/ostta09g03810/ostta09g04380/ostta10g03400/ostta11g00220/ostta12g01740/ostta12g03030/ostta13g00310/ostta13g00800/ostta14g00330/ostta14g00960/ostta14g01120/ostta15g01630/ostta16g00390	30
GO:0006325	chromatin organization	11/509	15/2937	2.68408466844706e-06	0.000167947012111402	0.00014530383167533	ostta01g06340/ostta01g06350/ostta02g00100/ostta05g03770/ostta08g01910/ostta08g01920/ostta11g02150/ostta11g02160/ostta12g00980/ostta12g00990/ostta16g01060	11
GO:0006334	nucleosome assembly	11/509	15/2937	2.68408466844706e-06	0.000167947012111402	0.00014530383167533	ostta01g06340/ostta01g06350/ostta02g00100/ostta05g03770/ostta08g01910/ostta08g01920/ostta11g02150/ostta11g02160/ostta12g00980/ostta12g00990/ostta16g01060	11
GO:0006338	chromatin remodeling	11/509	15/2937	2.68408466844706e-06	0.000167947012111402	0.00014530383167533	ostta01g06340/ostta01g06350/ostta02g00100/ostta05g03770/ostta08g01910/ostta08g01920/ostta11g02150/ostta11g02160/ostta12g00980/ostta12g00990/ostta16g01060	11
GO:0034728	nucleosome organization	11/509	15/2937	2.68408466844706e-06	0.000167947012111402	0.00014530383167533	ostta01g06340/ostta01g06350/ostta02g00100/ostta05g03770/ostta08g01910/ostta08g01920/ostta11g02150/ostta11g02160/ostta12g00980/ostta12g00990/ostta16g01060	11
GO:0065004	protein-DNA complex assembly	11/509	15/2937	2.68408466844706e-06	0.000167947012111402	0.00014530383167533	ostta01g06340/ostta01g06350/ostta02g00100/ostta05g03770/ostta08g01910/ostta08g01920/ostta11g02150/ostta11g02160/ostta12g00980/ostta12g00990/ostta16g01060	11
GO:0071824	protein-DNA complex subunit organization	11/509	15/2937	2.68408466844706e-06	0.000167947012111402	0.00014530383167533	ostta01g06340/ostta01g06350/ostta02g00100/ostta05g03770/ostta08g01910/ostta08g01920/ostta11g02150/ostta11g02160/ostta12g00980/ostta12g00990/ostta16g01060	11
GO:0009060	aerobic respiration	32/509	85/2937	4.75455455670352e-06	0.000231388321759571	0.000200191770808569	ostta01g03140/ostta01g05540/ostta02g05230/ostta03g02560/ostta04g01030/ostta04g04390/ostta05g01970/ostta05g02900/ostta06g02270/ostta06g02650/ostta07g01975/ostta07g02690/ostta07g03230/ostta07g04140/ostta08g03980/ostta09g00580/ostta09g00920/ostta09g03690/ostta10g01370/ostta10g01870/ostta10g02290/ostta10g02920/ostta12g00490/ostta13g01000/ostta14g00080/ostta15g02000/ostta16g01795/ostta16g02610/ostta17g00990/ostta17g02090/ostta18g01380/ostta20g00420	32
GO:0045333	cellular respiration	32/509	85/2937	4.75455455670352e-06	0.000231388321759571	0.000200191770808569	ostta01g03140/ostta01g05540/ostta02g05230/ostta03g02560/ostta04g01030/ostta04g04390/ostta05g01970/ostta05g02900/ostta06g02270/ostta06g02650/ostta07g01975/ostta07g02690/ostta07g03230/ostta07g04140/ostta08g03980/ostta09g00580/ostta09g00920/ostta09g03690/ostta10g01370/ostta10g01870/ostta10g02290/ostta10g02920/ostta12g00490/ostta13g01000/ostta14g00080/ostta15g02000/ostta16g01795/ostta16g02610/ostta17g00990/ostta17g02090/ostta18g01380/ostta20g00420	32
GO:0015980	energy derivation by oxidation of organic compounds	32/509	90/2937	1.90777021410587e-05	0.000835603353778372	0.000722944502187488	ostta01g03140/ostta01g05540/ostta02g05230/ostta03g02560/ostta04g01030/ostta04g04390/ostta05g01970/ostta05g02900/ostta06g02270/ostta06g02650/ostta07g01975/ostta07g02690/ostta07g03230/ostta07g04140/ostta08g03980/ostta09g00580/ostta09g00920/ostta09g03690/ostta10g01370/ostta10g01870/ostta10g02290/ostta10g02920/ostta12g00490/ostta13g01000/ostta14g00080/ostta15g02000/ostta16g01795/ostta16g02610/ostta17g00990/ostta17g02090/ostta18g01380/ostta20g00420	32
