ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0015979	photosynthesis	22/129	39/2435	3.41481582515724e-19	9.45903983568554e-17	7.90799454246939e-17	ostta01g03170/ostta01g05690/ostta02g00580/ostta02g02380/ostta02g02510/ostta02g02560/ostta02g03860/ostta04g01790/ostta05g00800/ostta05g04560/ostta05g04960/ostta06g00250/ostta07g01740/ostta07g02590/ostta12g00420/ostta14g00150/ostta14g02630/ostta15g00990/ostta15g02670/ostta15g02680/ostta16g01620/ostta17g00570	22
GO:0033014	tetrapyrrole biosynthetic process	18/129	35/2435	7.05640185913519e-15	9.77311657490224e-13	8.17057057373548e-13	ostta01g02390/ostta01g03390/ostta01g05690/ostta02g02380/ostta02g02510/ostta03g03160/ostta04g02090/ostta05g01230/ostta05g04960/ostta06g03370/ostta07g01740/ostta07g02590/ostta08g01100/ostta11g00690/ostta12g02460/ostta15g02680/ostta17g00130/ostta20g00080	18
GO:0033013	tetrapyrrole metabolic process	18/129	36/2435	1.34960582454382e-14	1.24613604466213e-12	1.04180098736716e-12	ostta01g02390/ostta01g03390/ostta01g05690/ostta02g02380/ostta02g02510/ostta03g03160/ostta04g02090/ostta05g01230/ostta05g04960/ostta06g03370/ostta07g01740/ostta07g02590/ostta08g01100/ostta11g00690/ostta12g02460/ostta15g02680/ostta17g00130/ostta20g00080	18
GO:0006779	porphyrin-containing compound biosynthetic process	14/129	23/2435	3.72249548519179e-13	2.57782812349531e-11	2.15512896511104e-11	ostta01g03390/ostta01g05690/ostta02g02380/ostta02g02510/ostta03g03160/ostta04g02090/ostta05g04960/ostta06g03370/ostta07g01740/ostta07g02590/ostta08g01100/ostta12g02460/ostta15g02680/ostta17g00130	14
GO:0006778	porphyrin-containing compound metabolic process	14/129	24/2435	8.53728661723262e-13	4.72965678594687e-11	3.95411169640248e-11	ostta01g03390/ostta01g05690/ostta02g02380/ostta02g02510/ostta03g03160/ostta04g02090/ostta05g04960/ostta06g03370/ostta07g01740/ostta07g02590/ostta08g01100/ostta12g02460/ostta15g02680/ostta17g00130	14
GO:0015994	chlorophyll metabolic process	9/129	11/2435	1.25922537857291e-10	4.9829347123528e-09	4.1658583952788e-09	ostta01g05690/ostta02g02380/ostta02g02510/ostta04g02090/ostta05g04960/ostta07g01740/ostta07g02590/ostta08g01100/ostta15g02680	9
GO:0015995	chlorophyll biosynthetic process	9/129	11/2435	1.25922537857291e-10	4.9829347123528e-09	4.1658583952788e-09	ostta01g05690/ostta02g02380/ostta02g02510/ostta04g02090/ostta05g04960/ostta07g01740/ostta07g02590/ostta08g01100/ostta15g02680	9
GO:0046148	pigment biosynthetic process	9/129	16/2435	2.0860385654005e-08	7.22290853269922e-07	6.03853268931722e-07	ostta01g05690/ostta02g02380/ostta02g02510/ostta04g02090/ostta05g04960/ostta07g01740/ostta07g02590/ostta08g01100/ostta15g02680	9
GO:0042440	pigment metabolic process	9/129	17/2435	4.2356439313087e-08	1.30363707663612e-06	1.08987329226656e-06	ostta01g05690/ostta02g02380/ostta02g02510/ostta04g02090/ostta05g04960/ostta07g01740/ostta07g02590/ostta08g01100/ostta15g02680	9
GO:0019438	aromatic compound biosynthetic process	28/129	236/2435	2.12179917002639e-05	0.000587738370097311	0.000491364018321901	ostta01g02390/ostta01g03040/ostta01g03390/ostta01g04630/ostta01g05690/ostta02g02380/ostta02g02510/ostta03g01100/ostta03g03160/ostta04g02090/ostta05g01230/ostta05g04960/ostta06g00700/ostta06g01710/ostta06g03370/ostta07g01350/ostta07g01740/ostta07g02590/ostta08g00865/ostta08g01100/ostta10g01470/ostta11g00690/ostta11g02780/ostta12g02460/ostta15g02680/ostta17g00130/ostta17g00450/ostta20g00080	28
