ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0015979	photosynthesis	19/123	39/2435	1.71175172676347e-15	4.92984497307878e-13	4.37848073266865e-13	ostta01g03170/ostta01g05690/ostta02g00580/ostta02g02380/ostta02g02560/ostta02g03860/ostta02g04980/ostta04g01790/ostta05g04560/ostta05g04960/ostta07g01740/ostta07g02420/ostta12g00420/ostta14g00150/ostta14g02630/ostta15g02670/ostta15g02680/ostta16g01620/ostta17g00570	19
GO:0033014	tetrapyrrole biosynthetic process	15/123	35/2435	2.10496040159486e-11	3.0311429782966e-09	2.69213356625027e-09	ostta01g02390/ostta01g03390/ostta01g05690/ostta02g02380/ostta03g03160/ostta04g02090/ostta05g01070/ostta05g01230/ostta05g04960/ostta07g01740/ostta11g00690/ostta12g02460/ostta15g02680/ostta17g00130/ostta20g00080	15
GO:0033013	tetrapyrrole metabolic process	15/123	36/2435	3.45689974467199e-11	3.31862375488511e-09	2.94746188756243e-09	ostta01g02390/ostta01g03390/ostta01g05690/ostta02g02380/ostta03g03160/ostta04g02090/ostta05g01070/ostta05g01230/ostta05g04960/ostta07g01740/ostta11g00690/ostta12g02460/ostta15g02680/ostta17g00130/ostta20g00080	15
GO:0006779	porphyrin-containing compound biosynthetic process	11/123	23/2435	2.83596831008389e-09	2.0418971832604e-07	1.81352710355365e-07	ostta01g03390/ostta01g05690/ostta02g02380/ostta03g03160/ostta04g02090/ostta05g01070/ostta05g04960/ostta07g01740/ostta12g02460/ostta15g02680/ostta17g00130	11
GO:0006778	porphyrin-containing compound metabolic process	11/123	24/2435	5.01372842306714e-09	2.88790757168668e-07	2.56491790906382e-07	ostta01g03390/ostta01g05690/ostta02g02380/ostta03g03160/ostta04g02090/ostta05g01070/ostta05g04960/ostta07g01740/ostta12g02460/ostta15g02680/ostta17g00130	11
GO:0019438	aromatic compound biosynthetic process	33/123	236/2435	1.60707123611775e-08	7.71394193336521e-07	6.85119842765989e-07	ostta01g00830/ostta01g02390/ostta01g03390/ostta01g03880/ostta01g04630/ostta01g05690/ostta01g06310/ostta02g01170/ostta02g02380/ostta02g03440/ostta03g01100/ostta03g03120/ostta03g03160/ostta04g02090/ostta05g01070/ostta05g01230/ostta05g04960/ostta06g01070/ostta07g00720/ostta07g01350/ostta07g01740/ostta09g01080/ostta10g01190/ostta10g03410/ostta11g00690/ostta11g02780/ostta12g02460/ostta15g02680/ostta16g01340/ostta16g02540/ostta17g00130/ostta18g00940/ostta20g00080	33
GO:0018130	heterocycle biosynthetic process	33/123	253/2435	9.51442375659667e-08	3.91450577414263e-06	3.47669920729773e-06	ostta01g00830/ostta01g02390/ostta01g03390/ostta01g03880/ostta01g04630/ostta01g05690/ostta01g06310/ostta02g01170/ostta02g02380/ostta02g03440/ostta03g01100/ostta03g03120/ostta03g03160/ostta04g02090/ostta05g01070/ostta05g01230/ostta05g04960/ostta06g01070/ostta07g00720/ostta07g01350/ostta07g01740/ostta09g01080/ostta10g01190/ostta10g03410/ostta11g00690/ostta11g02780/ostta12g02460/ostta15g02680/ostta16g01340/ostta16g02540/ostta17g00130/ostta18g00940/ostta20g00080	33
GO:1901362	organic cyclic compound biosynthetic process	33/123	261/2435	2.06464605079187e-07	7.43272578285074e-06	6.60143408345296e-06	ostta01g00830/ostta01g02390/ostta01g03390/ostta01g03880/ostta01g04630/ostta01g05690/ostta01g06310/ostta02g01170/ostta02g02380/ostta02g03440/ostta03g01100/ostta03g03120/ostta03g03160/ostta04g02090/ostta05g01070/ostta05g01230/ostta05g04960/ostta06g01070/ostta07g00720/ostta07g01350/ostta07g01740/ostta09g01080/ostta10g01190/ostta10g03410/ostta11g00690/ostta11g02780/ostta12g02460/ostta15g02680/ostta16g01340/ostta16g02540/ostta17g00130/ostta18g00940/ostta20g00080	33
GO:0015994	chlorophyll metabolic process	6/123	11/2435	5.52754144123144e-06	0.000159193193507465	0.000141388691602025	ostta01g05690/ostta02g02380/ostta04g02090/ostta05g04960/ostta07g01740/ostta15g02680	6
GO:0015995	chlorophyll biosynthetic process	6/123	11/2435	5.52754144123144e-06	0.000159193193507465	0.000141388691602025	ostta01g05690/ostta02g02380/ostta04g02090/ostta05g04960/ostta07g01740/ostta15g02680	6
GO:0046148	pigment biosynthetic process	6/123	16/2435	7.76655830920037e-05	0.00203342617549973	0.00180600351113463	ostta01g05690/ostta02g02380/ostta04g02090/ostta05g04960/ostta07g01740/ostta15g02680	6
GO:0006355	regulation of DNA-templated transcription	13/123	79/2435	0.000113315727091713	0.00220995306552497	0.00196278726214389	ostta01g03880/ostta01g04630/ostta01g06310/ostta02g01170/ostta02g03440/ostta03g01100/ostta03g03120/ostta06g01070/ostta07g00720/ostta10g01190/ostta10g03410/ostta16g01340/ostta16g02540	13
GO:1903506	regulation of nucleic acid-templated transcription	13/123	79/2435	0.000113315727091713	0.00220995306552497	0.00196278726214389	ostta01g03880/ostta01g04630/ostta01g06310/ostta02g01170/ostta02g03440/ostta03g01100/ostta03g03120/ostta06g01070/ostta07g00720/ostta10g01190/ostta10g03410/ostta16g01340/ostta16g02540	13
GO:2001141	regulation of RNA biosynthetic process	13/123	79/2435	0.000113315727091713	0.00220995306552497	0.00196278726214389	ostta01g03880/ostta01g04630/ostta01g06310/ostta02g01170/ostta02g03440/ostta03g01100/ostta03g03120/ostta06g01070/ostta07g00720/ostta10g01190/ostta10g03410/ostta16g01340/ostta16g02540	13
GO:0042440	pigment metabolic process	6/123	17/2435	0.000115101722162759	0.00220995306552497	0.00196278726214389	ostta01g05690/ostta02g02380/ostta04g02090/ostta05g04960/ostta07g01740/ostta15g02680	6
GO:0051252	regulation of RNA metabolic process	13/123	80/2435	0.000129557027049587	0.00233202648689256	0.00207120773506905	ostta01g03880/ostta01g04630/ostta01g06310/ostta02g01170/ostta02g03440/ostta03g01100/ostta03g03120/ostta06g01070/ostta07g00720/ostta10g01190/ostta10g03410/ostta16g01340/ostta16g02540	13
GO:0019219	regulation of nucleobase-containing compound metabolic process	13/123	83/2435	0.00019091708800967	0.00323436007922264	0.00287262243878327	ostta01g03880/ostta01g04630/ostta01g06310/ostta02g01170/ostta02g03440/ostta03g01100/ostta03g03120/ostta06g01070/ostta07g00720/ostta10g01190/ostta10g03410/ostta16g01340/ostta16g02540	13
