ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006396	RNA processing	75/710	113/2435	5.02310275082989e-17	1.75808596279046e-14	1.66026764606377e-14	ostta01g01860/ostta01g02500/ostta01g02895/ostta01g03000/ostta01g04110/ostta01g05840/ostta02g02750/ostta02g03180/ostta02g03960/ostta02g04010/ostta02g05090/ostta03g00400/ostta03g02150/ostta03g02410/ostta03g02530/ostta03g02610/ostta03g02840/ostta03g02850/ostta03g04970/ostta03g05380/ostta04g00710/ostta04g00770/ostta04g02020/ostta04g02105/ostta04g03790/ostta05g01450/ostta05g03750/ostta06g01040/ostta06g01560/ostta06g02880/ostta07g01130/ostta07g01200/ostta07g03020/ostta07g03480/ostta07g03560/ostta08g01000/ostta08g01040/ostta08g01400/ostta08g01530/ostta08g02930/ostta08g02990/ostta08g03090/ostta08g03590/ostta08g03690/ostta08g04080/ostta09g00290/ostta09g00820/ostta09g01210/ostta09g02180/ostta09g03580/ostta09g03960/ostta09g04380/ostta10g00010/ostta10g01740/ostta11g00220/ostta11g00530/ostta11g00590/ostta11g02910/ostta12g02280/ostta12g02890/ostta12g03150/ostta13g00760/ostta13g02140/ostta14g00300/ostta14g00750/ostta14g00780/ostta14g02635/ostta14g02750/ostta15g01630/ostta15g02320/ostta16g00610/ostta17g00250/ostta18g00310/ostta18g01160/ostta20g00600	75
GO:0010467	gene expression	191/710	434/2435	2.2001006072931e-13	3.85017606276292e-11	3.63595574047386e-11	ostta01g00570/ostta01g01860/ostta01g02320/ostta01g02500/ostta01g02895/ostta01g02970/ostta01g03000/ostta01g03150/ostta01g03380/ostta01g04030/ostta01g04110/ostta01g05360/ostta01g05460/ostta01g05840/ostta01g06000/ostta02g00300/ostta02g00890/ostta02g02700/ostta02g02750/ostta02g03180/ostta02g03260/ostta02g03960/ostta02g04010/ostta02g04390/ostta02g04560/ostta02g04600/ostta02g05090/ostta02g05200/ostta02g05370/ostta03g00400/ostta03g01170/ostta03g01400/ostta03g02150/ostta03g02220/ostta03g02410/ostta03g02530/ostta03g02610/ostta03g02650/ostta03g02840/ostta03g02850/ostta03g02860/ostta03g04970/ostta03g05145/ostta03g05320/ostta03g05380/ostta03g05410/ostta03g05880/ostta04g00710/ostta04g00770/ostta04g01270/ostta04g01860/ostta04g02020/ostta04g02105/ostta04g02650/ostta04g03790/ostta04g04170/ostta04g04230/ostta05g00430/ostta05g01320/ostta05g01450/ostta05g01840/ostta05g02190/ostta05g03580/ostta05g03750/ostta05g03820/ostta05g03870/ostta05g03900/ostta05g04800/ostta06g01040/ostta06g01150/ostta06g01560/ostta06g01600/ostta06g02360/ostta06g02880/ostta06g02920/ostta06g03020/ostta06g03332/ostta06g03350/ostta07g00050/ostta07g01130/ostta07g01200/ostta07g03020/ostta07g03480/ostta07g03560/ostta07g03635/ostta07g03700/ostta07g04000/ostta07g04320/ostta07g04450/ostta08g00410/ostta08g01000/ostta08g01040/ostta08g01400/ostta08g01430/ostta08g01530/ostta08g01740/ostta08g02930/ostta08g02990/ostta08g03090/ostta08g03590/ostta08g03690/ostta08g03770/ostta08g04080/ostta09g00290/ostta09g00820/ostta09g00930/ostta09g01210/ostta09g02180/ostta09g03180/ostta09g03580/ostta09g03790/ostta09g03960/ostta09g04380/ostta10g00010/ostta10g00100/ostta10g00430/ostta10g01740/ostta10g02210/ostta11g00220/ostta11g00530/ostta11g00590/ostta11g00780/ostta11g00980/ostta11g01350/ostta11g01660/ostta11g01750/ostta11g02020/ostta11g02360/ostta11g02380/ostta11g02400/ostta11g02730/ostta11g02910/ostta12g01010/ostta12g01710/ostta12g02280/ostta12g02450/ostta12g02760/ostta12g02890/ostta12g03100/ostta12g03150/ostta13g00760/ostta13g00900/ostta13g01310/ostta13g01600/ostta13g02000/ostta13g02140/ostta13g03030/ostta14g00140/ostta14g00300/ostta14g00440/ostta14g00750/ostta14g00780/ostta14g00880/ostta14g01080/ostta14g01400/ostta14g01950/ostta14g01960/ostta14g02300/ostta14g02635/ostta14g02660/ostta14g02750/ostta15g00045/ostta15g00375/ostta15g00620/ostta15g00930/ostta15g01630/ostta15g01830/ostta15g02320/ostta15g02870/ostta16g00405/ostta16g00610/ostta16g01410/ostta16g01480/ostta16g01670/ostta16g01720/ostta16g01730/ostta17g00250/ostta17g00360/ostta17g00450/ostta17g01270/ostta17g01660/ostta17g01760/ostta17g02240/ostta18g00310/ostta18g00480/ostta18g00590/ostta18g01160/ostta20g00060/ostta20g00570/ostta20g00600/ostta20g00850	191
GO:0016070	RNA metabolic process	137/710	294/2435	9.98794491108059e-12	1.16526023962607e-09	1.1004262112559e-09	ostta01g01670/ostta01g01860/ostta01g02500/ostta01g02895/ostta01g02970/ostta01g03000/ostta01g03380/ostta01g04110/ostta01g05460/ostta01g05840/ostta02g00300/ostta02g02750/ostta02g03180/ostta02g03960/ostta02g04010/ostta02g04600/ostta02g05090/ostta02g05280/ostta02g05400/ostta03g00400/ostta03g00490/ostta03g02150/ostta03g02220/ostta03g02410/ostta03g02530/ostta03g02610/ostta03g02840/ostta03g02850/ostta03g02860/ostta03g03270/ostta03g04970/ostta03g05145/ostta03g05320/ostta03g05380/ostta04g00600/ostta04g00710/ostta04g00770/ostta04g02020/ostta04g02105/ostta04g02180/ostta04g02650/ostta04g03790/ostta05g01320/ostta05g01450/ostta05g02190/ostta05g03580/ostta05g03750/ostta05g03900/ostta06g01040/ostta06g01490/ostta06g01560/ostta06g02360/ostta06g02880/ostta06g02920/ostta06g03350/ostta06g04610/ostta07g01130/ostta07g01200/ostta07g03020/ostta07g03030/ostta07g03480/ostta07g03560/ostta07g04320/ostta08g01000/ostta08g01040/ostta08g01400/ostta08g01530/ostta08g01740/ostta08g02680/ostta08g02930/ostta08g02990/ostta08g03090/ostta08g03590/ostta08g03690/ostta08g03770/ostta08g04080/ostta09g00290/ostta09g00820/ostta09g01210/ostta09g02180/ostta09g02275/ostta09g03580/ostta09g03790/ostta09g03810/ostta09g03960/ostta09g04380/ostta10g00010/ostta10g00100/ostta10g00430/ostta10g01740/ostta11g00100/ostta11g00220/ostta11g00530/ostta11g00590/ostta11g00980/ostta11g02020/ostta11g02910/ostta12g02280/ostta12g02890/ostta12g03150/ostta13g00760/ostta13g00800/ostta13g00900/ostta13g01310/ostta13g01890/ostta13g02000/ostta13g02140/ostta14g00300/ostta14g00330/ostta14g00750/ostta14g00780/ostta14g01080/ostta14g01120/ostta14g01400/ostta14g02635/ostta14g02750/ostta15g00375/ostta15g00620/ostta15g01370/ostta15g01630/ostta15g02320/ostta16g00390/ostta16g00610/ostta16g00980/ostta16g01120/ostta17g00210/ostta17g00250/ostta17g00390/ostta17g00450/ostta17g01660/ostta17g02200/ostta18g00310/ostta18g00480/ostta18g01160/ostta20g00060/ostta20g00600/ostta20g00850	137
GO:0034470	ncRNA processing	38/710	55/2435	6.67979517730001e-10	5.84482078013751e-08	5.51962022545317e-08	ostta01g03000/ostta02g04010/ostta02g05090/ostta03g02610/ostta03g02850/ostta03g04970/ostta03g05380/ostta04g00770/ostta04g02020/ostta04g03790/ostta05g01450/ostta05g03750/ostta06g01040/ostta06g01560/ostta07g01130/ostta07g01200/ostta07g03020/ostta08g01000/ostta08g01040/ostta08g01400/ostta08g02930/ostta08g03090/ostta08g03590/ostta09g00820/ostta09g01210/ostta09g03580/ostta10g01740/ostta11g00530/ostta11g00590/ostta12g02280/ostta12g02890/ostta13g00760/ostta14g00750/ostta14g00780/ostta14g02635/ostta16g00610/ostta17g00250/ostta20g00600	38
GO:0034660	ncRNA metabolic process	52/710	96/2435	1.4602852920545e-07	1.02219970443815e-05	9.6532543516866e-06	ostta01g03000/ostta02g04010/ostta02g04600/ostta02g05090/ostta03g02610/ostta03g02850/ostta03g02860/ostta03g04970/ostta03g05145/ostta03g05380/ostta04g00770/ostta04g02020/ostta04g02650/ostta04g03790/ostta05g01450/ostta05g03750/ostta06g01040/ostta06g01560/ostta06g02920/ostta07g01130/ostta07g01200/ostta07g03020/ostta08g01000/ostta08g01040/ostta08g01400/ostta08g01740/ostta08g02930/ostta08g03090/ostta08g03590/ostta08g03770/ostta09g00820/ostta09g01210/ostta09g03580/ostta10g00100/ostta10g01740/ostta11g00530/ostta11g00590/ostta11g00980/ostta11g02020/ostta12g02280/ostta12g02890/ostta13g00760/ostta13g00900/ostta14g00750/ostta14g00780/ostta14g01080/ostta14g02635/ostta15g00620/ostta16g00610/ostta17g00250/ostta18g00480/ostta20g00600	52
GO:0008033	tRNA processing	24/710	35/2435	1.35378309475075e-06	6.89240396991e-05	6.50891683173455e-05	ostta01g03000/ostta02g05090/ostta03g02610/ostta03g02850/ostta03g04970/ostta03g05380/ostta04g02020/ostta04g03790/ostta06g01040/ostta07g01130/ostta07g03020/ostta08g01000/ostta08g01040/ostta08g03590/ostta09g01210/ostta09g03580/ostta10g01740/ostta11g00530/ostta11g00590/ostta12g02280/ostta12g02890/ostta13g00760/ostta14g02635/ostta20g00600	24
GO:0090304	nucleic acid metabolic process	166/710	428/2435	1.47301696287634e-06	6.89240396991e-05	6.50891683173455e-05	ostta01g01270/ostta01g01670/ostta01g01860/ostta01g02500/ostta01g02895/ostta01g02970/ostta01g03000/ostta01g03380/ostta01g04110/ostta01g05460/ostta01g05840/ostta01g06470/ostta02g00300/ostta02g02750/ostta02g03180/ostta02g03960/ostta02g04010/ostta02g04600/ostta02g05090/ostta02g05280/ostta02g05400/ostta03g00400/ostta03g00490/ostta03g01680/ostta03g02150/ostta03g02220/ostta03g02410/ostta03g02530/ostta03g02610/ostta03g02840/ostta03g02850/ostta03g02860/ostta03g03270/ostta03g04970/ostta03g05145/ostta03g05320/ostta03g05380/ostta04g00560/ostta04g00600/ostta04g00710/ostta04g00770/ostta04g02020/ostta04g02105/ostta04g02180/ostta04g02650/ostta04g03790/ostta04g05210/ostta05g00270/ostta05g01320/ostta05g01380/ostta05g01450/ostta05g02190/ostta05g03580/ostta05g03750/ostta05g03900/ostta06g01040/ostta06g01310/ostta06g01490/ostta06g01560/ostta06g02150/ostta06g02240/ostta06g02360/ostta06g02880/ostta06g02920/ostta06g03350/ostta06g03670/ostta06g04610/ostta07g00350/ostta07g01130/ostta07g01200/ostta07g01440/ostta07g02610/ostta07g03020/ostta07g03030/ostta07g03480/ostta07g03560/ostta07g04320/ostta08g01000/ostta08g01040/ostta08g01400/ostta08g01530/ostta08g01740/ostta08g01800/ostta08g02610/ostta08g02680/ostta08g02930/ostta08g02990/ostta08g03090/ostta08g03590/ostta08g03690/ostta08g03770/ostta08g04080/ostta09g00180/ostta09g00290/ostta09g00820/ostta09g00990/ostta09g01210/ostta09g02180/ostta09g02275/ostta09g02470/ostta09g02790/ostta09g03580/ostta09g03790/ostta09g03810/ostta09g03960/ostta09g04380/ostta10g00010/ostta10g00100/ostta10g00310/ostta10g00360/ostta10g00430/ostta10g01740/ostta10g01910/ostta11g00100/ostta11g00220/ostta11g00530/ostta11g00590/ostta11g00980/ostta11g01760/ostta11g02020/ostta11g02910/ostta12g02280/ostta12g02890/ostta12g03150/ostta13g00120/ostta13g00410/ostta13g00760/ostta13g00800/ostta13g00900/ostta13g01310/ostta13g01890/ostta13g02000/ostta13g02140/ostta14g00300/ostta14g00330/ostta14g00750/ostta14g00780/ostta14g01080/ostta14g01120/ostta14g01400/ostta14g02635/ostta14g02750/ostta15g00375/ostta15g00620/ostta15g01370/ostta15g01630/ostta15g02320/ostta15g02880/ostta16g00390/ostta16g00610/ostta16g00980/ostta16g01120/ostta16g01750/ostta16g02045/ostta17g00210/ostta17g00250/ostta17g00390/ostta17g00450/ostta17g01660/ostta17g02200/ostta18g00310/ostta18g00480/ostta18g01160/ostta20g00060/ostta20g00600/ostta20g00850	166
GO:0009451	RNA modification	21/710	29/2435	1.57540662169371e-06	6.89240396991e-05	6.50891683173455e-05	ostta01g03000/ostta02g05090/ostta02g05280/ostta03g03270/ostta03g05380/ostta06g04610/ostta08g01040/ostta08g02930/ostta09g00820/ostta09g01210/ostta09g02275/ostta11g00100/ostta11g00590/ostta13g01890/ostta15g01370/ostta15g02320/ostta16g00980/ostta17g00210/ostta17g00390/ostta17g02200/ostta20g00600	21
GO:0016071	mRNA metabolic process	23/710	36/2435	1.40171249312932e-05	0.000545110413994734	0.000514780962389012	ostta01g01670/ostta02g03180/ostta02g03960/ostta02g05400/ostta03g00400/ostta03g00490/ostta04g00600/ostta04g02180/ostta06g01490/ostta07g03030/ostta08g02680/ostta08g02990/ostta08g04080/ostta09g03810/ostta09g04380/ostta10g00010/ostta11g00220/ostta12g03150/ostta13g00800/ostta14g00330/ostta14g01120/ostta14g02750/ostta16g00390	23
GO:0042254	ribosome biogenesis	20/710	31/2435	4.23905348200299e-05	0.00148366871870105	0.00140111872984099	ostta02g01210/ostta02g04010/ostta04g00770/ostta05g01080/ostta05g01450/ostta05g03750/ostta05g04180/ostta06g01560/ostta07g01200/ostta08g01400/ostta08g02930/ostta08g03090/ostta09g00820/ostta12g02110/ostta13g00670/ostta14g00750/ostta14g00780/ostta16g00610/ostta17g00250/ostta17g00640	20
