ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006259	DNA metabolic process	61/301	139/2435	5.32241928113759e-22	1.66059481571493e-19	1.58552069111783e-19	ostta01g00090/ostta01g02580/ostta01g04740/ostta01g05200/ostta01g06330/ostta02g01245/ostta02g01247/ostta02g03430/ostta03g02630/ostta03g03780/ostta03g04030/ostta03g05120/ostta03g05810/ostta04g00450/ostta04g00480/ostta04g02050/ostta04g04640/ostta04g04970/ostta04g05230/ostta05g00150/ostta05g00330/ostta05g00500/ostta05g00600/ostta05g01680/ostta05g02940/ostta05g03330/ostta05g04200/ostta06g02640/ostta06g02890/ostta06g03325/ostta07g00020/ostta08g00710/ostta08g02290/ostta08g03260/ostta08g03680/ostta09g02150/ostta10g00640/ostta10g02080/ostta10g02100/ostta11g00400/ostta11g00630/ostta11g00910/ostta11g00940/ostta11g01400/ostta11g01840/ostta12g00110/ostta12g01020/ostta12g01670/ostta12g02040/ostta12g02390/ostta12g02485/ostta13g02040/ostta13g02280/ostta14g00420/ostta14g01050/ostta14g02950/ostta15g02820/ostta16g01940/ostta18g00830/ostta18g01440/ostta20g00860	61
GO:0006260	DNA replication	29/301	48/2435	1.74755497322524e-15	2.72618575823137e-13	2.60293714433022e-13	ostta01g00090/ostta01g02580/ostta01g05200/ostta02g03430/ostta03g04030/ostta04g00450/ostta04g04640/ostta04g04970/ostta05g00150/ostta05g00330/ostta05g01680/ostta05g02940/ostta06g02890/ostta06g03325/ostta08g00710/ostta08g03680/ostta10g00640/ostta11g00910/ostta11g00940/ostta11g01400/ostta11g01840/ostta12g00110/ostta12g01020/ostta12g02040/ostta12g02485/ostta13g02040/ostta14g01050/ostta15g02820/ostta18g01440	29
GO:0006261	DNA-templated DNA replication	14/301	21/2435	7.60585788565593e-09	7.91009220108216e-07	7.55248344435308e-07	ostta01g02580/ostta03g04030/ostta04g00450/ostta04g04640/ostta04g04970/ostta05g01680/ostta05g02940/ostta06g03325/ostta11g00910/ostta11g00940/ostta12g01020/ostta12g02040/ostta13g02040/ostta14g01050	14
GO:0006996	organelle organization	26/301	67/2435	2.081795386948e-08	1.62380040181944e-06	1.55038972238496e-06	ostta01g01140/ostta01g03890/ostta01g05630/ostta02g00100/ostta02g04910/ostta03g03780/ostta03g04030/ostta03g04200/ostta04g00490/ostta04g01990/ostta04g02380/ostta04g03530/ostta05g00500/ostta05g02940/ostta05g03330/ostta06g03325/ostta06g03630/ostta07g02520/ostta07g04210/ostta09g02150/ostta10g02670/ostta12g02040/ostta13g01120/ostta13g02990/ostta20g00160/ostta20g00630	26
GO:0016043	cellular component organization	31/301	100/2435	3.80362782202961e-07	2.37346376094648e-05	2.26616141817764e-05	ostta01g01140/ostta01g02210/ostta01g03890/ostta01g05630/ostta02g00100/ostta02g03880/ostta02g04910/ostta03g03780/ostta03g04030/ostta03g04200/ostta04g00490/ostta04g01990/ostta04g02380/ostta04g03530/ostta05g00500/ostta05g02940/ostta05g03330/ostta06g03325/ostta06g03630/ostta07g02520/ostta07g04210/ostta08g02230/ostta09g02150/ostta10g02670/ostta12g01320/ostta12g02040/ostta13g00640/ostta13g01120/ostta13g02990/ostta20g00160/ostta20g00630	31
GO:0006974	cellular response to DNA damage stimulus	22/301	69/2435	1.24771717161343e-05	0.000648812929238981	0.000619480630818595	ostta01g04740/ostta03g02630/ostta03g05120/ostta04g02050/ostta04g04970/ostta06g02640/ostta07g00020/ostta08g02290/ostta08g03260/ostta10g00640/ostta10g02080/ostta10g02100/ostta11g00400/ostta11g00630/ostta12g01670/ostta12g02390/ostta13g02280/ostta14g00420/ostta14g02950/ostta16g01940/ostta18g00830/ostta20g00860	22
GO:0033554	cellular response to stress	22/301	70/2435	1.61754114995322e-05	0.000720961198264862	0.000688367135995128	ostta01g04740/ostta03g02630/ostta03g05120/ostta04g02050/ostta04g04970/ostta06g02640/ostta07g00020/ostta08g02290/ostta08g03260/ostta10g00640/ostta10g02080/ostta10g02100/ostta11g00400/ostta11g00630/ostta12g01670/ostta12g02390/ostta13g02280/ostta14g00420/ostta14g02950/ostta16g01940/ostta18g00830/ostta20g00860	22
GO:0051276	chromosome organization	16/301	43/2435	2.3208917452418e-05	0.000905147780644303	0.000864226794609777	ostta01g03890/ostta01g05630/ostta02g00100/ostta03g03780/ostta03g04030/ostta04g00490/ostta04g02380/ostta05g00500/ostta05g02940/ostta05g03330/ostta06g03325/ostta06g03630/ostta07g02520/ostta09g02150/ostta12g02040/ostta13g01120	16
GO:0006281	DNA repair	21/301	68/2435	3.42163899211519e-05	0.00104052095926933	0.000993479863269979	ostta01g04740/ostta03g02630/ostta03g05120/ostta04g02050/ostta06g02640/ostta07g00020/ostta08g02290/ostta08g03260/ostta10g00640/ostta10g02080/ostta10g02100/ostta11g00400/ostta11g00630/ostta12g01670/ostta12g02390/ostta13g02280/ostta14g00420/ostta14g02950/ostta16g01940/ostta18g00830/ostta20g00860	21
GO:0006270	DNA replication initiation	7/301	10/2435	3.5579756144084e-05	0.00104052095926933	0.000993479863269979	ostta01g02580/ostta04g00450/ostta04g04640/ostta05g01680/ostta11g00910/ostta12g01020/ostta14g01050	7
